PT	DT	AU	AA	ED	CA	SP	PN	AE	TI	FT	SO	LA	LS	U1	U2	AB	C1	RI	OI	PA	SC	PI	SS	ID	CN	PY	VL	IS	BP	EP	SN	BN	NR	PG	DI	OA	HC	HP	DA	UT
J		Yuan Cao; Liyuan Zhao; Qilin Huang; Shanbai Xiong; Tao Yin; Zhiyu Liu							Water migration, ice crystal formation, and freeze-thaw stability of silver carp surimi as affected by inulin under different additive amounts and polymerization degrees.		Food Hydrocolloids					This work investigated the effects of inulin on the water migration, ice crystal formation, and freeze-thaw stability of surimi under different additive amounts and polymerization degrees (DP). All the three types of inulin were shown to restrict water fluidity in surimi in a DP and amount dependent manner, and 10% long-chain inulin (L-INU) had the most conspicuous restriction on water migration. Short-chain inulin (S-INU) and nature inulin (N-INU) not only showed a more prominent effect than L-INU on decreasing freezing temperature and preventing ice crystal growth under an amount-effect relationship, but also were detected to interact with proteins to facilitate their stabilization. Freeze-thaw stability tests demonstrated all the three types of inulin could significantly inhibit the deterioration of surimi quality. After several freeze-thaw cycles, 8% L-INU showed the most significant inhibitory effect on thawing water loss, superior to commercial cryoprotectant (CC) (sucrose plus sorbitol), while 8% S-INU and N-INU were comparable to CC and showed better performance than L-INU in terms of chrominance of surimi, breaking force and deformation, water holding capacity, texture properties and whiteness of surimi gel. Overall, 8% S-INU can better maintain the surimi gel properties and 8% L-INU can better restrain the thawing water loss. These results suggest the potential of inulin as a promising cryoprotectant candidate in the frozen surimi industry. All rights reserved, Elsevier.										2022	124	Part A			0268-005X				10.1016/j.foodhyd.2021.107267					FSTA:2022-03-Rc0878
J		Yuan Chen; Zhisheng Zhang							Exploring public perceptions on alternative meat in China from social media data using transfer learning method.		Food Quality and Preference					The emerging social media serves as a complementary source for consumer behavior analysis with spontaneous data it generates. However, most studies employ time-consuming content analysis or lexical sentiment analysis. Considering the richness of data and progress of data science, in this paper, we propose a transfer learning based method to explore public attitudes towards alternative meat (AM) using data from social media in China to provide an alternative perspective. We compare traditional machine learning models: Naive Bayes and Support Vector Machine with our BERT-based Alternative Meat (BAM) model on the annotated sample. BAM model outperforms others in terms of macro F1 score and accuracy and is employed on the whole dataset later. The sentiment analysis result shows that among 41782 related posts we accumulated, about 42.10% of posts are personal posts consisting of negative, neutral, and positive feelings towards AM with a proportion of 28.77%, 22.91%, and 48.32% respectively. It is less promising compared with the consensus previous studies reach that over half of the Chinese people are positive and few Chinese are negative towards AM. Our findings add to the blooming body of studies suggesting the relationship of people's willingness to try or purchase AM and factors including gender, geography, price, veganism, and food safety. Conspiracy theory is identified for the first time as the main reason for opposition to AM among Chinese consumers. Instead of the booster, traditional vegetarian substitutes especially tofu turn out to be an obstacle for accepting AM with much resemblances. All rights reserved, Elsevier.										2022	98				0950-3293				10.1016/j.foodqual.2022.104530					FSTA:2022-11-Ea1146
J		Yuan Cui; Yan Yin; Shilan Li; Zhengli Wu; Yisha Xie; Qingfan Qian; Hao Yang; Xinli Li							Apple polyphenol extract modulates bile acid metabolism and gut microbiota by regulating the circadian rhythms in daytime-restricted high fat diet feeding C57BL/6 male mice.		Food & Function					The homeostasis of circadian clock linked to bile acid (BA) metabolism and gut microbiota has profound benefits in maintaining the health status of the host. The aim of this study was to investigate the prevention and regulation of apple polyphenol extract (APE) on BA metabolism and gut microbiota by means of modulation of circadian rhythms in mice. Eighty male C57BL/6 mice were randomized into four groups: 24-hour ad libitum standard chow group (AC), ad libitum HFD group (AF), restricted 12 h daytime HFD feeding group (DF), and daytime HFD feeding with APE treatment group (DP). Five weeks later, the mice were sacrificed at 6 h intervals over a 24 h period. The results showed that APE decreased body weight and induced daily rhythms of Cry1 and Roralpha in the suprachiasmatic nucleus (SCN) and Clock, Cry1 and Cry2 in the ileum in daytime HFD mice. APE significantly increased the expression of hepatic FXR at ZT0 and BSEP at ZT12 and inhibited the expression of ileac FXR at ZT12, reduced levels of fecal TBAs, secondary BAs, and unconjugated BAs at ZT0. Meanwhile, APE regulated the diversity and composition of the gut microbiota, and increased the abundance of probiotics. Therefore, our work revealed that APE as a clock-regulating natural compound could modulate BA metabolism and gut microbiota and protect against circadian disruption in a clock-dependent manner. © The Royal Society of Chemistry 2022.										2022	13	5	2805	2822	2042-650X				10.1039/d1fo04116a					FSTA:2022-06-Je7845
J		Yuan Cui; Yan Yin; Shilan Li; Yisha Xie; ZhengLi Wu; Hao Yang; Qingfan Qian; Xinli Li							Apple polyphenol extract targets circadian rhythms to improve liver biological clock and lipid homeostasis in C57BL/6 male mice with mistimed high-fat diet feeding.		Journal of Functional Foods					To investigate the potential role of apple polyphenol extract (APE) in the prevention and alleviation of circadian rhythm disturbances, eighty male C57BL/6mice fed a high-fat diet (HFD) were randomized into four groups: 24 h ad libitum feeding (AL), 12 h restricted nighttime feeding (NF) or daytime feeding (DF), and daytime feeding with APE intragastric administration (DF-APE). Five weeks later, the mice were sacrificed at 6 h intervals over 24 h. Disrupted fluctuations in serum lipid profiles and hormones, along with desynchronization of circadian clock genes and metabolic genes were observed after daytime HFD feeding. However, APE treatment improved hepatic steatosis and recovered circadian rhythms of Cry1/2, and genes Acc and Hsl related to lipid synthesis and hydrolysis of cholesteryl esters, and Cyp7a1 in bile acid synthesis. In conclusion, the present study provides new evidence revealing that the circadian clock might be a novel target for APE to regulate metabolic homeostasis. All rights reserved, Elsevier.										2022	92				1756-4646				10.1016/j.jff.2022.105051					FSTA:2022-08-Je10966
J		Yuan Fang; Jeyachchandran Visvalingam; Peipei Zhang; Xianqin Yang							Biofilm formation by Non-O157 Shiga toxin-producing Escherichia coli in monocultures and co-cultures with meat processing surface bacteria.		Food Microbiology					This study investigated the impact of meat processing surface bacteria (MPB) on biofilm formation by non-O157 Shiga toxin-producing Escherichia coli (STEC), and potential links between biofilm formation by STEC and biofilm-related genes in their genomes. Biofilm development by 50 MPB and 6 STEC strains in mono- and co-cultures was assessed by the crystal violet staining method, and their expression of curli and cellulose was determined using the Congo red agar method. Genes (n = 141) associated with biofilm formation in the STEC strains were profiled. Biofilm formation in general correlated with cellulose and curli expression in both mono- and co-cultures. Most MPB strains had antagonistic effects on the biofilm formation of the STEC strains. Of the genes investigated, 81% were common among the STEC strains and there seems to be a gene-redundancy in biofilm formation. The inability of the O26 strain to form biofilms could be due to mutations in the rpoS gene. Truncation in the mlrA gene in the O145 strain seems not affecting its biofilm formation alone or with MPB. The O45 strain, despite having the greatest number of biofilm-related genes, did not form measurable biofilms. Overall, biofilm formation of STEC was affected by curli-cellulose expression and companion strains. All rights reserved, Elsevier.										2022	102				0740-0020				10.1016/j.fm.2021.103902					FSTA:2022-03-Sa1277
J		Yuan Fang; Bruckner, L. L.; McMullen, L. M.; Ganzle, M. G.							Transduction of stx2a mediated by phage (Phi11-3088) from Escherichia coli O104:H4 in vitro and in situ during sprouting of mung beans.		International Journal of Food Microbiology					Escherichia coli O104:H4 strain 11-3088 encoding Stx2a is epidemiologically related to the foodborne outbreak associated with sprouts in Germany, 2011. Sprouting provides suitable conditions for bacterial growth and may lead to transduction of non-pathogenic strains of E. coli with Stx phages. Although transduction of E. coli by Stx phages in food has been documented, data on the phages from E. coli O104:H4 is limited. This study determined the host range of the bacteriophage Phi11-3088 from E. coli O104:H4 using E. coli O104:H4 Deltastx2::gfp::ampr and demonstrated phage transduction during sprouting. The Phi11-3088Deltastx transduced 5/45 strains, including generic E. coli, pap-positive E. coli O103:H2, ETEC, and S. sonnei. The expression level of Phi11-3088Deltastx differed among lysogens upon induction. Of the 3 highly induced lysogens, the lytic cycle was induced in E. coli O104:H4Deltastx2::gfp::ampr and O103:H2 but not in S. sonnei. E. coli DH5alpha was the only strain susceptible to lytic infection by Phi11-3088Deltastx. To explore the effect of drying and rehydration during seed storage and sprouting on phage induction and transduction, mung beans inoculated with the phage donor E. coli O104:H4Deltastx2::gfp::ampr (8 log CFU/g) were dried, rehydrated, and incubated with the phage recipient E. coli DH5alpha (7 log CFU/g) for 96 h. Sprouted seeds harbored about 3 log CFU/g of putative lysogens that acquired ampicillin resistance. At the end of sprouting, 71 % of putative lysogens encoded gfp, confirming phage transduction. Overall, stx transfer by phages may increase the cell counts of STEC during sprouting by converting generic E. coli to STEC. All rights reserved, Elsevier.										2022	383				0168-1605				10.1016/j.ijfoodmicro.2022.109952					FSTA:2023-02-Jp2739
J		Yuan Fu; Liwen Wang; Guochuan Jiang; Lili Ren; Liyan Wang; Xuejun Liu							Anti-diabetic activity of polysaccharides from Auricularia cornea var. Li.		Foods					Auricularia cornea var. Li. polysaccharide (ACP) has many important biological activities and has potential application value in food engineering, pharmaceutical science, and health care. The results were as follows: the extraction rate of ACP was 28.18% 1.41% and the purity of ACP was 86.92% 2.80%. ACP contains mannitol 32.41%, glucuronic acid 6.96%, rhamnose 0.32%, glucose 42.35%, galactose 0.77%, xylose 16.83%, and fucose 0.36%, without galacturonic acid and arabinose. In addition, the results of an animal test of diabetes mellitus II (DM II) with ACP showed that the total cholesterol (TC), triglyceride (TG), low-density lipoprotein cholesterol (LDL-C), and fasting blood glucose and water in the serum of mice with ACP were significantly lower than those in the model group; the serum SOD, hepatic glycogen, and insulin of mice added with ACP were significantly higher than those in the model group. More importantly, ACP had no significant adverse effects on organ index and liver and kidney tissue morphology in mice. These results suggest that ACP can be used as a potential functional food component for the prevention or treatment of diabetes. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.										2022	11	10			2304-8158				10.3390/foods11101464					FSTA:2022-11-Jq14666
J		Yuan Gao; Hangjun Chen; Ruiling Liu; Weijie Wu; Honglei Mu; Yanchao Han; Hailong Yang; Haiyan Gao							Ameliorating effects of water bamboo shoot (Zizania latifolia) on acute alcoholism in a mice model and its chemical composition.		Food Chemistry					In this study, the ameliorative effect of water bamboo shoot (WBS) on acute alcoholism mice was investigated and potential biological compounds were explored. Results showed that extraction methods significantly affected the active substances contents and bioactivities of WBS. Principal component analysis (PCA) showed that alkali extract (NE) obtained the highest score, therefore, it was selected for further analysis. Animal experiments showed that NE demonstrated ameliorative effects on acute alcoholism mice as evident by significantly elevated activities of dehydrogenase (alcohol dehydrogenase, acetaldehyde dehydrogenase) and antioxidant enzymes (superoxide dismutase, glutathione peroxidase, catalase), whereas significantly reduced the levels of aminotransferase (alanine aminotransferase, aspartate aminotransferase) in serum. The potential bioactive activity compounds of NE were explored by UPLC-MS/MS and bioinformatics analysis. Butyl isobutyl phthalate vanillin, ferulic acid methyl ester might be the major compounds in NE on alleviating acute alcoholism. These results indicated that WBS possesses potential ameliorating effect on acute alcoholism. All rights reserved, Elsevier.										2022	378				0308-8146				10.1016/j.foodchem.2022.132122					FSTA:2022-05-Jq6476
J		Yuan Gao; Shihan Yuan; Yuze Chen; Fang Liu; Zihao Wei; Wanxiu Cao; Li, R. W.; Jie Xu; Changhu Xue; Qingjuan Tang							The improvement effect of astaxanthin-loaded emulsions on obesity is better than that of astaxanthin in the oil phase.		Food & Function					Emulsion-based delivery systems have been reported to improve the solubility, stability and bioavailability of astaxanthin. In this study, the ability of astaxanthin-loaded emulsions (AL) to ameliorate obesity induced by a high-fat and high-sucrose diet was explored, using astaxanthin in the oil phase (ASTA) as a comparison. After the administration of AL, ASTA (30 mg per kg body weight), or saline on normal or obese mice for 4 weeks, the body fat accumulation levels, hepatic lipid contents and hepatic fatty acid profiles were detected, and AL showed better anti-obesity properties than ASTA. In an acute feeding experiment, it was first observed that the astaxanthin concentration of AL was higher than that of ASTA in the blood and liver of obese mice. What's more, AL altered the microbial co-occurrence patterns in obese mice. Some gut microbial modules that were significantly correlated with obesity-related physiological parameters were identified. Overall, the improvement effect of AL on obesity is better than that of ASTA due to their higher oral absorbability and modulating effects on the gut microbiota, and we suggest AL as a more suitable astaxanthin product type for obese bodies. © The Royal Society of Chemistry 2022.										2022	13	6	3720	3731	2042-650X				10.1039/d1fo03185f					FSTA:2022-07-Aj11350
J		Yuan Gao; Lopez, R. A.; Ruili Liao; Xiaoou Liu							Public health shocks, learning and diet improvement.		Food Policy					Many governments aim to mitigate health risks by attacking nutritional failures. In this article, we exploit a unique natural experiment, the COVID-19 pandemic as an exogenous public health shock, to estimate the learning effects of intensive health information campaigns on nutrient intake during the pandemic. Using data from nearly-one million food purchases in China, our empirical findings strongly support the learning effect in explaining improvements in nutrient intake in the post-COVID-19 period. We conclude that when public health shocks occur, policy makers can boost relevant learning mechanisms by promoting information and education to improve individuals' awareness of preventive health behaviors of a more permanent nature, which can lead to health improvements in a society. All rights reserved, Elsevier.										2022	112				0306-9192				10.1016/j.foodpol.2022.102365					FSTA:2023-03-Aj5752
J		Yuan Gao; Leizi Jiao; Fu Jiao; Daming Dong							Non-intrusive prediction of fruit spoilage and storage time via detecting volatiles in sealed packaging using laser spectroscopy.		LWT -- Food Science and Technology					Monitoring fruit spoilage can effectively avoid waste and reduce economic losses. Recent studies have proved that the measurement of food volatile compounds is effective to detect food spoilage at its early stage. Indeed, some fast analytical methods have been developed to measure the volatiles released from food, such as proton transfer reaction mass spectrometry, gas-phase infrared spectroscopy, and E-nose. However, these methods can only be applied to measure volatiles in unsealed packages of food and are unable to detect volatiles that are sealed in containers or packages, which are the common situations in food storage and sales. Herein, we investigated a non-intrusive method for detecting food volatiles and monitoring fruit spoilage during storage. A laser directed incident radiation into the food package where it diffused through the box, and absorption spectra were generated. The fingerprint spectra of the molecules in food volatiles were used to determine the concentrations of the volatiles inside the food package. In the experiment, grape spoilage was monitored by measuring changes in oxygen concentration and we successfully predicted the beginning of grape spoilage on the seventh day. The root-mean-square errors of prediction for the storage times of grapes and strawberries were 0.4426 and 0.3079 days, respectively. All rights reserved, Elsevier.										2022	155				0023-6438				10.1016/j.lwt.2021.112930					FSTA:2022-05-Jb5836
J		Yuan Gui; Qian Wang; Jianmin Zou; Xi Chen; Chao Song; Jiazhang Chen							From pond to table: differences in breeding and consumption affect the balance between dietary risk of residual cadmium and uptake benefits of nutrients in Chinese mitten crab (Eriocheir sinensis).		Food Chemistry					We used a risk-benefit model to evaluate the effects of different farming methods and consumption habits on dietary risk of Chinese mitten crab. In this study, we found that cadmium levels in the total edible parts and brown meat were 0.029-0.462 mg/kg and 0.017-1.694 mg/kg, respectively. Cadmium exposure experiment showed that brown meat was the main enrichment site of cadmium. Fatty acid test found that the EPA+ DHA content in total edible parts fed with formulated feed and iced trash fish was 19.64 3.62 mg/g and 28.72 2.30 mg/g (p> 0.05), respectively, and that in brown meat was 27.66 5.16 mg/g and 40.15 3.50 mg/g (p> 0.05), respectively. According to the risk-benefit model analysis, the dietary risk of brown meat under the two breeding methods is relatively high, but the risk quotient is less than 1. All rights reserved, Elsevier.										2022	373	Part A			0308-8146				10.1016/j.foodchem.2021.131339					FSTA:2022-03-Re1093
