PT	DT	AU	AA	ED	CA	SP	PN	AE	TI	FT	SO	LA	LS	U1	U2	AB	C1	RI	OI	PA	SC	PI	SS	ID	CN	PY	VL	IS	BP	EP	SN	BN	NR	PG	DI	OA	HC	HP	DA	UT
J		Cheng Zhong; Zijing Liu; Xuyu Zhang; Youwei Pu; Zhongwei Yang; Yixi Bao							Physicochemical properties of polysaccharides from Ligusticum chuanxiong and analysis of their anti-tumor potential through immunoregulation.		Food & Function					We investigated the extraction, purification, physicochemical properties and biological activity of Ligusticum chuanxiong polysaccharides (LCXPs). Two polysaccharide fractions (Ligusticum chuanxiong [LCX] P-1a and LCXP-3a) were obtained by DEAE Sepharose Fast Flow and SephacrylS-300 high resolution column chromatography. The results showed that the molecular weight of LCXP-1a and LCXP-3a was 11.159 kDa and 203.486 kDa, respectively. LCXP-1a is composed of rhamnose, glucuronic acid, galacturonic acid, and glucose at a molar percentage of 0.52 : 1.88 : 1.06 : 95.36, But LCXP-3a has another molar percentage of mannose, rhamnose, glucuronic acid, galacturonic acid, glucose, galactose, xylose, arabinose, and fucose of 0.64 : 6.69 : 1.03 : 43.74 : 2.20 : 26.90 : 0.82 : 15.94 : 1.80. Both LCXP-1a and LCXP-3a could stimulate macrophages to produce NO, TNF-alpha, IL-6, and IL-12p70. Co-culturing macrophages and hepatocellular carcinoma cells showed that LCXP-1a and LCXP-3a inhibited the growth of HepG2 and Hep3B through immunoregulation. They arrested the cell cycle at the G0/G1 phase and promoted apoptosis. Moreover, there was no cytotoxicity to the hepatocyte cell line, LO2. We also noted that the immunomodulatory activity and anti-tumor activity of LCXP-3a were significantly better than those of LCXP-1a. Our data demonstrate that LCXP-3a is potentially a well-tolerated and effective immunomodulatory adjuvant cancer treatment. © The Royal Society of Chemistry 2021.										2021	12	4	1719	1731	2042-650X				10.1039/d0fo02978e					FSTA:2021-07-Te2401
J		Cheng-Cheng Lin; Zhi-Ying Xu; Bi-Han Wang; Wen-Yue Zhuang; Jing-Hui Sun; He Li; Jian-Guang Chen; Chun-Mei Wang							Relaxation effect of Schisandra chinensis lignans on the isolated tracheal smooth muscle in rats and its mechanism.		Journal of Medicinal Food					Schisandra chinensis (S. chinensis) is one of the core drugs used for relieving cough and asthma in traditional Chinese medicine. However, there are few basic studies on the treatment of respiratory diseases with S. chinensis in modern pharmacology, and the material basis and mechanism of its antiasthmatic effect are still unclear. Lignans are the main active components of S. chinensis. The aim of this study was to observe the relaxation effect of S. chinensis lignans (SCL) on the tracheal smooth muscle of rats by in vitro tracheal perfusion experiments, and to explore the mechanism by preincubation with L-type calcium channel blocker verapamil, four potassium channel blockers glibenclamide, tetraethylamine, 4-aminopyridine and barium chloride (BaCl2), beta-adrenoceptor blocker propranolol, nitric oxide synthase inhibitor Nomega-nitro-L-arginine methyl ester (L-NAME), and the cyclooxygenase inhibitor indomethacin, respectively. The results showed that SCL (0.25-1.75mg/mL) reduced the contraction of isolated tracheal smooth muscle induced by acetylcholine, the preincubation with verapamil and glibenclamide could attenuate the relaxation effect, whereas propranolol, 4-aminopyridine, BaCl2, tetraethylamine, L-NAME, and indomethacin had no such effect. These results suggest that SCL has a significant relaxation effect on the isolated tracheal smooth muscle of rats, and the mechanism may be related to the inhibition of extracellular calcium influx and intracellular calcium release from the sarcoplasmic reticulum, as well as the activation of ATP-sensitive potassium channels. These findings may provide a pharmacological basis for the traditional use of S. chinensis to treat asthma.										2021	24	8	825	832	1096-620X				10.1089/jmf.2021.K.0037					FSTA:2022-02-Jf2160
J		Cheng-Cheng Song; Bian-Wen Qiao; Qin Zhang; Chen-Xin Wang; Ying-Huan Fu; Bei-Wei Zhu							Study on the domain selective inhibition of angiotensin-converting enzyme (ACE) by food-derived tyrosine-containing dipeptides.		Journal of Food Biochemistry					In this article, the selective inhibition of several tyrosine-containing dipeptides on N and C domain of ACE (angiotensin-converting enzyme) was studied, and the interaction mode of ACE and inhibitors was simulated by molecular docking. MTT assay was used to detect the effect of dipeptide on human umbilical vein endothelial cells (HUVEC). The results showed that the food-derived dipeptides AY (Ala-Tyr), LY (Leu-Tyr), and IY (Ile-Tyr) containing tyrosine at the C-terminal were favorable structures for selective inhibition of ACE C-domain. These dipeptides showed competitive and mixed inhibition patterns, while the dipeptides EY (Glu-Tyr), RY (Arg-Tyr), FY (Phe-Tyr), and SY (Ser-Tyr) showed noncompetitive inhibition. Food-derived dipeptides containing tyrosine have no cytotoxicity on HUVEC cells, which provides a basis for the application of food-derived tyrosine dipeptides as antihypertensive peptides. This study provides a theoretical basis for exploring the selective inhibition mechanism of ACE inhibitory peptides containing tyrosine residue. Practical applications: Angiotensin-converting enzyme (ACE) is a two-domain dipeptidyl carboxypeptidase, which is a key enzyme to regulate blood pressure. ACE has two active sites, C- and N-domain, which have high catalytic activity. Although the amino acid sequences of the two active sites have 60% similarity, there are some differences in structure and function. The action mechanism of ACE domain should be clarified, and the structure-activity relationship between inhibitors and ACE domain has not been systematically studied. The aim of this study was to identify the selective inhibitory effect of food-derived tyrosine dipeptides on the domain of ACE. This provides a new idea for finding new antihypertensive drugs with less side effects. © 2021 Wiley Periodicals LLC.										2021	45	7			1745-4514				10.1111/jfbc.13779					FSTA:2021-10-Aj14624
J		Cheng-Cheng Wang; Lei Du; Hao-Hao Shi; Lin Ding; Teruyoshi Yanagita; Chang-Hu Xue; Yu-Ming Wang; Tian-Tian Zhang							Dietary EPA-enriched phospholipids alleviate chronic stress and LPS-induced depression- and anxiety-like behavior by regulating immunity and neuroinflammation.		Molecular Nutrition and Food Research					Scope. A growing number of studies have reported the effects of eicosapentaenoic acid (EPA) and terrestrial phospholipids on ameliorating mood disorders. Marine-derived EPA-enriched phospholipids (EPA-PL) exhibit the structural characteristics of EPA and phospholipids. However, the effect of dietary EPA-PL, and the differences between amphiphilic EPA-PL and lyophobic EPA on mood disorders had not been studied. Methods and Results. A comparative investigation to determine the effects of dietary EPA-enriched ethyl ester (EPA-EE) and EPA-PL on improving depression-and anxiety-like behavior in a mouse model is performed, induced by 4 week chronic unpredictable mild stress (CUMS) coupled with lipopolysaccharide (LPS) challenge. It is found that dietary 4 week 0.6% (w/w) EPA-PL rescued depression-and anxiety-like behavior to a greater extent than did EPA-EE. Moreover, dietary EPA-PL significantly reduced the immobility time by 56.6%, close to the normal level, in forced swimming test, which revealed a reversal of depression-like behavior. Further studies revealed that dietary EPA-PL regulated immunity, monoamine systems, and the hypothalamic-pituitary-adrenal (HPA) axis by multi-target interactions, including inhibition of neuroinflammation and apoptosis. Conclusion. EPA-PL exerted superior effects to EPA-EE in alleviating depression-and anxiety-like behavior. The data suggest potential novel candidate or targeted dietary patterns to prevent and treat mood disorder. © 2021 Wiley-VCH GmbH.										2021	65	17			1613-4133				10.1002/mnfr.202100009					FSTA:2021-12-Aj18978
J		Cheng-Cheng Wang; Lei Du; Hao-Hao Shi; Lin Ding; Teruyoshi Yanagita; Chang-Hu Xue; Yu-Ming Wang; Tian-Tian Zhang							Back cover: dietary epa-enriched phospholipids alleviate chronic stress and lps-induced depression- and anxiety-like behavior by regulating immunity and neuroinflammation.		Molecular Nutrition and Food Research					Dietary eicosapentaenoic acid enriched phospholipids (EPA-PL) exhibit significant effects on alleviating depression-and anxiety-like behavior, and the possible underlying mechanisms may be involved in regulating immunity and neuroinflammation, increasing monoamine neurotransmitters, and regulating hypothalamic-pituitary-adrenal (HPA) axis. © 2021 Wiley-VCH GmbH.										2021	65	17			1613-4133				10.1002/mnfr.202170048					FSTA:2021-12-Aj18979
J		Cheng-Hai Yan; Xiao-Meng Xun; Jiao Wang; Jin-Zheng Wang; Shuai You; Fu-An Wu; Jun Wang							An alternative solution for alpha-linolenic acid supplements: in vitro digestive properties of silkworm pupae oil in a pH-stat system.		Food & Function					Alpha-Linolenic acid (ALA) is recognised to have a regulatory effect on cardiovascular diseases. Due to the low bioavailability of linseed oil (LINO), which is the most common ALA supplement, it is necessary to find a replacement for ALA supplements that is more easily accepted by the human body. The content of ALA in silkworm pupae oil (SPO) is 32.60 0.67%, and SPO can be substituted as a dietary lipid to meet the demand of the human body. In the present study, a pH-stat system was used to investigate the release degree of free fatty acids (FFAs) from SPO and construct a first-order kinetic model. Digestion experiments in vitro with different lipids showed that the maximum release FFA levels were SPO > SO (soybean oil) > LO (lard oil) > MSO (mulberry seed oil) > LINO, and the first-order kinetic apparent rate constants were LINO > SPO > LO > SO > MSO. Triacylglycerol (TAG) and fatty acid composition are the decisive factors in determining the level of lipid digestion. Therefore, the maximum level of FFAs released from SPO (84.34 1.37%) was much higher than that of LINO (49.78 0.52%) when the hydrolysis rates were 0.2114 s-1 and 0.2249 s-1, respectively. In addition, the smaller emulsion droplet size (609.24 43.46 nm) and weaker surface charge (-17.93 0.42 mV) also resulted in higher levels of SPO under in vitro digestion conditions. Meanwhile, due to low melting and crystallisation temperature, SPO is quickly absorbed by the human body. Overall, SPO can be used as a new alternative for ALA supplements based on its superior digestive properties. © The Royal Society of Chemistry 2021.										2021	12	6	2428	2441	2042-650X				10.1039/d0fo03469j					FSTA:2021-07-Nh1610
J		Cheng-Han Li; Chun-Hung Hsieh; Cheng-Chu Hung; Ching-Wei Cheng							Nondestructive detection of the gel state of preserved eggs based on dielectric impedance.		Foods					After completing the production of preserved eggs, traditionally, the degree of gelling is judged by allowing workers to tap the preserved eggs with their fingers and sense the resulting oscillations. The amount of oscillation is used for the quality classification. This traditional method produces varying results owing to the differences in the sensitivity of the individual workers, who are not objective. In this study, dielectric detection technology was used to classify the preserved eggs nondestructively. The impedance in the frequency range of 2-300 kHz was resolved into resistance and reactance, and was plotted on a Nyquist diagram. Next, the diagram curve was fitted in order to obtain the equivalent circuit, and the difference in the compositions of the equivalent circuits corresponding to gelled and non-gelled preserved eggs was analyzed. A preserved egg can be considered an RLC series circuit, and its decay rate is consistent with the decay rate given by mechanical vibration theory. The Nyquist diagrams for the resistance and reactance of preserved eggs clearly showed that the resistance and reactance of gelled and non-gelled eggs were quite different, and the classification of the eggs was performed using Bayesian network (BN). The results showed that a BN classifier with two variables, i.e., resistance and reactance, can be used to classify preserved eggs as gelled or non-gelled, with an accuracy of 81.0% and a kappa value of 0.62. Thus, a BN classifier based on resistance and reactance demonstrates the ability to classify the quality of preserved egg gel. This research provides a nondestructive method for the inspection of the quality of preserved egg gel, and provides a theoretical basis for the development of an automated preserved egg inspection system that can be used as the scientific basis for the determination of the quality of preserved eggs. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.										2021	10	2			2304-8158				10.3390/foods10020394					FSTA:2021-09-Qa0596
J		Cheng-Hua Wang; Wu-Ping Xiong; Cheng Huang; Xiao-Ming Li; Qing-Yan Wang; Ri-Bo Huang							Engineering better catalytic activity and acidic adaptation into Kluyveromyces marxianus exoinulinase using site-directed mutagenesis.		Journal of the Science of Food and Agriculture					Background. Exoinulinase catalyzes the successive removal of individual fructose moiety from the non-reducing end of the inulin molecule, which is useful for biotechnological applications like producing fructan-based non-grain biomass energy and high-fructose syrup. In this study, an exoinulinase (KmINU) from Kluyveromyces marxianus DSM 5418 was tailored for increased catalytic activity and acidic adaptation for inulin hydrolysis processes by rational site-directed mutagenesis. Results. Three mutations, S124Y, N158S and Q215V distal to the catalytic residues of KmINU were designed and heterologously expressed in Pichia pastoris GS115. Compared to the wild-type, S124Y shifted the pH-activity profile towards acidic pH values and increased the catalytic activity and catalytic efficiency by 59% and 99% to 688.4 17.03s-1 and 568.93 Lmmol-1 s-1, respectively. N158S improved the catalytic activity under acidic pH conditions, giving a maximum value of 464.06 14.06s-1 on inulin at pH 4.5. Q215V markedly improved the substrate preference for inulin over sucrose by 5.56-fold, and showed catalytic efficiencies of 208.82 and 6.88 Lmmol-1 s-1 towards inulin and sucrose, respectively. Molecular modeling and computational docking indicated that structural reorientation may underlie the increased catalytic activity, acidic adaptation and substrate preference. Conclusions. The KmINU mutants may serve as industrially promising candidates for inulin hydrolysis. Protein engineering of exoinulinase here provides a successful example of the extent to which mutating non-conserved substrate recognition and binding residues distal to the active site can be used for industrial enzyme improvements. © 2020 Society of Chemical Industry.										2021	101	6	2472	2482	0022-5142				10.1002/jsfa.10873					FSTA:2021-07-Bg1020
J		Cheng-Liang Xie; Ki H. Park; Sang S. Kang; Kye M. Cho; Dong H. Lee							Isoflavone-enriched soybean leaves attenuate ovariectomy-induced osteoporosis in rats by anti-inflammatory activity.		Journal of the Science of Food and Agriculture					Background. With an increasing aging population, postmenopausal osteoporosis has become a global public health problem. Previous evidence has shown that postmenopausal osteoporosis is a skeletal disease mainly caused by estrogen deficiency, generally accompanied by inflammation, and dietary isoflavones may ameliorate postmenopausal osteoporosis by anti-inflammatory activity. We have generated isoflavone-enriched soybean leaves (IESLs), but their anti-inflammatory activity and effect on attenuating osteoporosis are still obscure. Here, we determined the isoflavone profiles of IESLs and evaluated their anti-inflammatory activity in lipopolysaccharide-stimulated RAW 264.7 cells and anti-osteoporotic effects on ovariectomy-induced osteoporosis in rats. Results. IESLs had a high content of total isoflavone. Hydrolysate of IESLs (HIESLs) was rich with the aglycones daidzein and genistein, and HIESLs can significantly inhibit lipopolysaccharide-induced inflammation by reducing messenger RNA expression of iNOS, COX-2, IL6, and IL1beta. Moreover, ovariectomized rats receiving aqueous extracts of IESLs (HIESLs) orally maintained more bone mass than control rats did, which was attributed to inhibition of osteoclastogenesis by downregulating the messenger RNA expression of the bone-specific genes RANKL/OPG, OC, and cathepsinK, and the inflammation-related genes IL6, NFkappaB, and COX-2. Conclusion. IESLs may attenuate postmenopausal osteoporosis by suppressing osteoclastogenesis with anti-inflammatory activity and be a potential source of functional food ingredients for the prevention of osteoporosis. © 2020 Society of Chemical Industry.										2021	101	4	1499	1506	0022-5142				10.1002/jsfa.10763					FSTA:2021-06-Jn7603
J		Cheng-Lin Zang; Ming-Di Zhang; Yan Zhang; Yan-Song Li; Kai Liu; Nan-Nan Xie; Chun-Yan Sun; Xiao-Guang Zhang							Rapid label-free detection of Salmonella enterica with biolayer interferometry.		Journal of Food Safety					Salmonella enterica is an important foodborne pathogen. Its rapid and reliable detection in food is critical for the effective prevention of the outbreak of foodborne diseases. Here, we report a novel method for the rapid, specific, label-free, and real-time detection of S. enterica with biolayer interferometry (BLI) using an antibody as the receptor. The limit of detection for S. enterica in buffer was 1.6*105 CFU/ml at a binding time of 300s. This method enabled the successful identification of S. enterica in complex food matrices (whole egg powder and beef samples) with satisfactory recovery rates. This BLI-based method holds great promise in serving as a novel diagnostic tool in the field of food safety and other related fields for the rapid, label-free, specific, and real-time detection of S. enterica. © 2021 Wiley Periodicals LLC.										2021	41	3			1745-4565				10.1111/jfs.12896					FSTA:2021-10-Sg5800
J		Cheng-Pei Chung; Ming-Yi Lee; Shih-Min Hsia; Wenchang Chiang; Yueh-Hsiung Kuo; Hsin-Yi Hsu; Yun-Lian Lin							Suppression on allergic airway inflammation of dehulled adlay (Coix lachryma-jobi L. var. ma-yuen Stapf) in mice and anti-degranulation phytosterols from adlay bran.		Food & Function					Adlay (Coix lachryma-jobi L. var. ma-yuen Stapf) seeds have been used in Asia for thousands years to treat warts, chapped skin, rheumatism, and neuralgia. The anti-allergic activity of dehulled adlay (DA) seeds was identified, and the bran (AB) is regarded as the main functional constituent in the edible part. However, no study has focused on in vivo acute anti-allergic airway inflammation. In the present report, we investigated DA methanolic extract (DAM) reversed ovalbumin (OVA)/methacholine (Mch)-induced airway hypersensitivity, decreased interleukin (IL)-4, IL-5, and IL-13 levels from splenocytes, suppressed tumor necrosis factor (TNF)-alpha, IL-1beta, and IL-13 levels and reduced eosinophil counts and eotaxin in bronchoalveolar lavage fluid (BALF), which imply that the modulatory effects of DA should involve allergic degranulation. Further, seven phytosterols were isolated from AB ethanolic extract (ABE); among them, 3-O-caffeoyl-5beta-sitostan-3-ol, beta-sitosterol 3-O-glucopyranoside and beta-sitosterol inhibited beta-hexosaminidase release from A23187-stimulated RBL-2H3 cells with percentages of 54.1%, 52.0% and 48.5%, respectively, at 50 muM. In addition, beta-sitosterol reduced immunoglobulin (Ig) E-stimulated degranulation on RBL-2H3 cells in a dose-dependent manner. The phytosterols were the predominant components based on gas chromatography (GC) analysis. This is the first study to demonstrate that DA suppressed OVA/Mch-induced acute airway inflammation. The phytosterols in AB showed significant anti-degranulation activities, and may be regarded as the indicative components of AB for anti-allergy effects. © The Royal Society of Chemistry 2021.										2021	12	24	12788	12799	2042-650X				10.1039/d1fo01621k					FSTA:2022-04-Mg2032
J		Cheng-wei Yu; Ting Luo; Yu Cao; Chang-hao Wei; Ze-yuan Deng							The influence of microbial contamination on rice bran rancidity.		LWT -- Food Science and Technology					The storage and utilization of rice bran are severely impeded due to the rapid rancidity caused by its lipase. However, little research was carried out to explore other factors for rice bran rancidity. In this study, five Bacilli with lipid hydrolysis abilities were isolated from rice bran and then inoculated into sample to explore the influence of microbial contamination on rancidity. Fresh rice bran was divided into four groups, including control group (CG), ultraviolet group (UG), ultraviolet-uninoculated group (UUG) and ultraviolet-five Bacilli inoculated group (UIG). The final microbial amount in UIG was significantly higher than other three groups after 31 days. The rancidity of UG was restrained to 75% compared with CG during storage. And the rancidity of UIG group was accelerated significantly after being inoculated with the five isolated strains. The increase ratio of acid values between CG, UG, UUG and UIG was about 8:6:9:15. The lipase activities performed no significant difference between CG and UG, but UIG and UUG only maintained about 40.0% and 80.0% of lipase activities. In summary, microbial contamination had a non-negligible influence on rice bran rancidity, and controlling the microbial contamination should be fully considered during the processing and preservation of rice bran. All rights reserved, Elsevier.										2021	146				0023-6438				10.1016/j.lwt.2021.111468					FSTA:2021-09-Me5454
J		Cheng-wei Yu; Liu-feng Zheng; Ming-yan Cheng; Xin-ying Yu; Shu-yi Wang; Ya-wei Fan; Ze-yuan Deng							Purification, identification, characterization and catalytic mechanism of two lipases from rice bran (Oryza sativa).		LWT -- Food Science and Technology					The efficient utilization of rice bran is severely impeded because of the rapid rancidity caused by rice bran lipase, so the investigation of rice bran lipase characteristic and catalytic mechanism was urgently required. The extracted crude proteins from rice bran were purified to obtain two lipases with 16.31 times of purification fold and 10.64% of purification yield. The molecular masses of these two homologous lipases were 34929.00 Da and 34072.00 Da, respectively. Rice bran lipase showed highest catalytic activity at 40.00 °C, pH 7.50 and held good stability below 50.00 °C and at pH 7.00-7.50. Most metal ions (except Na+ and Co+) and organic solvents had significant inhibition effect (P< 0.05) on the purified lipase activity. Surfactants like Tween 80, Triton 100 and sodium dodecyl sulfonate (SDS) decreased the lipase activities significantly (P< 0.05) to 70.88%, 80.08% and 73.74% respectively and cetyltrimethyl ammonium bromide (CTAB) increased the catalytic activity significantly (P< 0.05) to 109.00%. The Ser-His-Asp residues were speculated to be the catalytic center of purified lipases by using the inhibitors (Phenylmethanesulfonyl fluoride (PMSF), diethylpyrocarbonate (DEPC) and Pepstatin) which aimed at specific amino acids and then verified by molecular docking. Therefore, blocking or destroying the Ser-His-Asp catalytic triad might be new choices to restrain the rancidity of rice bran. All rights reserved, Elsevier.										2021	140				0023-6438				10.1016/j.lwt.2020.110693					FSTA:2021-06-Me3611
J		Cheng-Yu Hsieh; Shu-Ling Hsieh; Jhih-Ying Ciou; Yu-Wen Huang; Jie-Yin Leang; Min-Hung Chen; Chih-Yao Hou							Lemon juice bioactivity in vitro increased with lactic acid fermentation.		International Journal of Food Properties					This study compares the antioxidant capacity of non-sterilized lemon product (NLFP) and sterilized lemon fermented product (LFP). After gastrointestinal simulation reaction, the antioxidant capacity decreased by 50% in lemon juice (LJ), 30%-40% in NLFP, and 40% in LFP respectively. For the bioactive ingredients, sterilized LFP had a polyphenol of 25.8 mg GAE/mL, ascorbic acid of 55.2 mg/mL, and flavonoids of 75.2 mg/L, which were higher than LJ. NLFP and LFP effectively increased the activity of Glutathione Peroxidase (GPx), superoxide dismutase (SOD), catalase (CAT) and mitochondrial membrane potential, reduced the reactive oxygen species (ROS) content. The results in this study indicate that LJ with lactic acid fermentation can increase biologically active ingredients and antioxidant capacity which is important for future development. Published with license by Taylor & Francis Group, LLC.										2021	24	1	28	40	1094-2912				10.1080/10942912.2020.1861008					FSTA:2022-04-Hq3470
J		Cheng-Yu Hsieh; Jhih-Ying Ciou; Ming-Kuei Shih; Shu-Ling Hsieh; Yu-Wen Huang; Min-Hung Chen; Chih-Yao Hou							Effect of lemon water vapor extract (LWAE) from lemon byproducts on the physiological activity and quality of lemon fermented products.		International Journal of Food Properties					The byproducts of lemon juice have always constituted an environmental issue. In this study, the byproducts extracted to lemon water vapor extract (LWAE) by distilled, which was added to lemon fermented products (LFP) to evaluate its effect on its quality and bioactivity. Based on the gas chromatography-mass spectrometry results, the main component of the LWAE was D-limonene (>41%). After added 5% LWAE the amount of D-limonene in non-sterilized lemon fermented product (NLFP) increased from 10.1% to 20.9%, while that in LFP increase from 10.5% to 19.9%. Besides, anti-browning test results showed that LWAE could delay browning. This study demonstrated that LWAE improved the antioxidant capacity, limonene content, anti-browning ability, and bioactive ingredients in a gastrointestinal simulation. These results may serve as the principal basis for byproduct reuse and improvement of product quality. Published with license by Taylor & Francis Group, LLC.										2021	24	1	264	276	1094-2912				10.1080/10942912.2021.1873361					FSTA:2022-04-Jc5091
J		Chengbin Zhao; Zejun Chu; Zhenchi Miao; Jing Liu; Jingsheng Liu; Xiuying Xu; Yuzhu Wu; Baokun Qi; Jiannan Yan							Ultrasound heat treatment effects on structure and acid-induced cold set gel properties of soybean protein isolate.		Food Bioscience					Soybean protein isolate (SPI) was treated using ultrasound at 400 W for 5 and 15 min at 80 °C. The effects of ultrasound heat treatment on the structure of SPI and properties of glucono-delta-lactone induced SPI cold set gels (GSCG) were investigated. The results showed that ultrasound heat treatment of SPI reduced alpha-helixes and beta-sheets and increased random coils, leading to a less compact tertiary conformation. The increase in surface hydrophobicity and free sulfhydryls changed the particle size of SPI and its gelation properties. However, the formation of GSCG mainly involved hydrophobic interactions rather than disulfide bonds due to the limitation of sulfhydryl group oxidation during acidification. Ultrasound heat treatment of SPI produced GSCG faster and increased the storage/elastic modulus (G′), gel strength and water holding capacity of GSCG, resulting in a more compact and homogeneous microstructure with smaller pores. The 5 min ultrasound heat treated GSCG had higher G′ and gel strength than 15 min, suggesting the synergistic effect of ultrasound and heat treatment. The results suggested that the combination of ultrasound and heat treatment might be an effective method for modifying the structure of SPI and improving the properties of GSCG. All rights reserved, Elsevier.										2021	39				2212-4292				10.1016/j.fbio.2020.100827					FSTA:2021-07-Gg3844
J		Chengbin Zhao; Huanhuan Yin; Jiannan Yan; Xi Niu; Baokun Qi; Jingsheng Liu							Structure and acid-induced gelation properties of soy protein isolate-maltodextrin glycation conjugates with ultrasonic pretreatment.		Food Hydrocolloids					Glycated conjugates were prepared by heating aqueous dispersions of soy protein isolate (SPI) and maltodextrin (MD) after ultrasonic treatment (138 W/cm2, 20 kHz) for 5,15, and 25 min. The effect of the ultrasonic pretreatment on the structure, physicochemical characteristics, and acid-induced gelation properties of the resulting SPI-MD conjugates was investigated. The analyses of free amino groups, degree of graft, intermediates, and browning intensity confirmed the formation of SPI-MD conjugates. The ultrasonic treatment promoted the glycation reaction, which led to the increase in the beta-type ordered secondary structure and less compact tertiary conformation of conjugates. The ultrasonic treatment for 5 min increased the isoelectric point, surface hydrophobicity (H), free sulfhydryl (-SH) groups, and particle size of the conjugates. These changes in the structural and physicochemical properties of the conjugates affected their acid-induced gelation. Glucono-delta-lactone was used to form acid gels at 25 °C. Although the glycation with MD deteriorated the acid-induced gelation properties of SPI, the 5 min ultrasonic conjugates formed gels faster than the untreated conjugate, and their gels exhibited higher storage modulus (G′), gel strength, and water holding capacity (WHC), as well as denser microstructure, than the untreated conjugate gels. However, prolonged ultrasonic treatment (15 or 25 min) weakened the gelation properties of the conjugates by promoting the glycation reaction and reducing the H. Thus, an optimum ultrasonic pretreatment can be used to modify the structure of soy protein glycation conjugates to control their gelation properties. All rights reserved, Elsevier.										2021	112				0268-005X				10.1016/j.foodhyd.2020.106278					FSTA:2021-04-Gg2056
J		Chengcheng Ma; Mingxiao Yu; Zhoujin Huang; Jingfeng Wang; Xue Zhao; Chunmei Kang; Hao Xu; Yanchao Wang; Hu Hou							Oral administration of hydrolysates of cartilage extract in the prevention of osteoarthritis.		Journal of Functional Foods					As a degenerative disease, osteoarthritis (OA) has become a worldwide concern. This study aimed at investigating effects of chicken sternal cartilage hydrolysates (CCH) on the prevention of OA, which was established by medial meniscus resection and anterior to medial collateral ligament operation in rat. After the operation, rats were administrated with CCH, mainly including collagen peptides and chondroitin sulfate, for 12weeks. Administration of CCH could inhibit abnormal subchondral bone, and then prevent osteophyte formation in a dose-dependent manner. According to histological analysis, administration of CCH at doses of 200mgkg-1 d-1 and 500mgkg-1 d-1 significantly ameliorated cartilage damage. Moreover, it significantly improved abnormal collagen metabolism, leading to a significant reduction of collagen loss in cartilage. Therefore, this study indicated that CCH may be used as the potential functional food ingredients for OA prevention. All rights reserved, Elsevier.										2021	78				1756-4646				10.1016/j.jff.2021.104376					FSTA:2021-07-Sn3912
J		Chengcheng Sun; Guangjian Li; Hongbiao Li; Yunbin Lyu; Shiqin Yu; Jingwen Zhou							Enhancing flavan-3-ol biosynthesis in Saccharomyces cerevisiae.		Journal of Agricultural and Food Chemistry					Flavan-3-ols are a group of flavonoids that exert beneficial effects. This study aimed to enhance key metabolic processes related to flavan-3-ols biosynthesis. The engineered Saccharomyces cerevisiae strain E32 that produces naringenin from glucose was further engineered for de novo production of two basic flavan-3-ols, afzelechin (AFZ) and catechin (CAT). Through introduction of flavonoid 3-hydroxylase, flavonoid 3′-hydroxylase, dihydroflavonol 4-reductase (DFR), and leucoanthocyanidin reductase (LAR), de novo production of AFZ and CAT can be achieved. The combination of FaDFR from Fragaria * ananassa and VvLAR from Vitis vinifera was optimal. (GGGGS)2 and (EAAAK)2 linkers between DFR and LAR proved optimal for the production of AFZ and CAT, respectively. Optimization of promoters and the enhanced supply of NADPH further increased the production. By combining the best engineering strategies, the optimum strains produced 500.5 mg/L AFZ and 321.3 mg/L CAT, respectively, after fermentation for 90 h in a 5 L bioreactor. The strategies presented could be applied for a more efficient production of flavan-3-ols by various microorganisms.										2021	69	43	12763	12772	0021-8561				10.1021/acs.jafc.1c04489					FSTA:2022-03-Bi0356
J		Chengcheng Wang; Matarneh, S. K.; Gerrard, D.; Tan, J.							Modelling of energy metabolism and analysis of pH variations in postmortem muscle.		Meat Science					A kinetic model structure was developed to describe the major variations in energy metabolism and to gain further understanding of pH changes in postmortem muscle experimentally observed with an in vitro glycolytic system. Comparison with experiments showed that the model could describe the kinetics of major metabolites and pH under varied conditions. Optimized model parameters definitively and consistently showed the observed effects of mitochondria, indicating a desirable level of model complexity. Simulation and analysis of pH variations based on the model suggested that phosphofructokinase activity has the strongest impact on the rate and extent of postmortem pH decline. Postmortem pH is also influenced by rates of ATP hydrolysis and glycolysis, and to a much lesser extent, pH buffering capacity. Other reactions, including those mediated by creatine kinase, adenylate kinase, and AMP deaminase, have minimal effects on postmortem pH decline. All rights reserved, Elsevier.										2021	182				0309-1740				10.1016/j.meatsci.2021.108634					FSTA:2021-12-Sa7171
