PT	DT	AU	AA	ED	CA	SP	PN	AE	TI	FT	SO	LA	LS	U1	U2	AB	C1	RI	OI	PA	SC	PI	SS	ID	CN	PY	VL	IS	BP	EP	SN	BN	NR	PG	DI	OA	HC	HP	DA	UT
J		Zizi Hu; Xiaomei Sha; Lu Zhang; Sheng Huang; Zongcai Tu							Effect of grass carp scale collagen peptide FTGML on cAMP-PI3K/Akt and MAPK signaling pathways in b16f10 melanoma cells and correlation between anti-melanin and antioxidant properties.		Foods					Peptide Phe-Thr-Gly-Met-Leu (FTGML) is a bioactive oligopeptide with tyrosinase inhibitory activity derived from gelatin hydrolysate of grass carp scales. Previous studies have shown that FTGML addition can effectively inhibit mushroom tyrosinase activity in vitro, and also has some effect on the inhibition of melanogenesis in zebrafish in vivo, but the underlying mechanism is not fully understood. In this study, we used FTGML to treat B16F10 melanoma cells, and found a significant inhibition of tyrosinase activity and melanin synthesis. Interestingly, the treatment showed a strong correlation between antioxidant activity and anti-melanin, which was associated with FTGML reducing the involvement of reactive oxygen species in melanin synthesis. Furthermore, FTGML reduced melanogenesis in B16F10 cells by downregulating the cAMP-PI3K/Akt and MAPK pathways (p38 and JNK). These results suggested that FTGML can reduce melanin production in mouse B16F10 melanoma cells through multiple pathways. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.										2022	11	3			2304-8158				10.3390/foods11030391					FSTA:2022-09-Rc4004
J		Zobkova, Z. S.; Lazareva, E. G.; Semipyatniy, V. K.							Methodological approach to designing fermented dairy products with optimal biological value.		Foods					The development of food products implies ensuring the optimal composition and ratio of the basic components, as well as their technological compatibility. A priori, the quality of raw materials, the optimal formula of the product and the efficiency of the technological process determine the quality of products, including biological value. The use of whole-cell sensors such as infusoria Tetrahymena pyriformis is most productive for screening biological studies. At present, for a comprehensive assessment there are no data on the use of simplest technology of fermented dairy products and the design of their biological value. The purpose of this research is to develop a methodology for creating whole-milk products of optimal biological value using the express method of biotesting. The research object was yogurt with the ratio of the mass fraction of fat and protein in the range of 0.36 / 1.5, sucrose in the range of 5 / 10%. An express method for determining the relative biological value of fermented dairy products using test organisms and an original methodology for creating whole-milk products of optimal biological value have been developed. A software has been developed to calculate formula of the product optimized for the following indicators: the relative biological value of the product, the cost of raw material and basic materials. The methodology is a tool to assist industry organizations in improving production technologies and quality management systems. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.		; Semipyatniy, Vladislav/M-1915-2017	Lazareva, Ekaterina/0000-0002-8069-9661; Semipyatniy, Vladislav/0000-0003-1241-0026							2022	11	1			2304-8158				10.3390/foods11010114					FSTA:2022-09-Pl4285
J		Zoccali, M.; Russo, M.; Camillo, M. R. T.; Salafia, F.; Tranchida, P. Q.; Dugo, P.; Mondello, L.							On-line coupling of supercritical fluid extraction with enantioselective supercritical fluid chromatography-triple quadrupole mass spectrometry for the determination of chiral pesticides in hemp seeds: a proof-of-principle study.		Food Chemistry					The present research can be considered as a proof-of-principle study focused on the determination of chiral pesticides using a supercritical fluid extraction instrument coupled on-line with an enantioselective supercritical fluid chromatography-triple quadrupole mass spectrometry. To the best of Authors" knowledge, this is the first description of an on-line approach for the extraction and determination of chiral pesticides. Metalaxyl, benalaxyl and dimethenamid were investigated in nine hemp seed samples belonging to four varieties of Cannabis sativa; only in one case a pesticide was found at levels above the method limit of quantification (LoQ), though within the EU maximum residue level value. The figures-of-merit determined were linearity, precision, limit of detection (LoD), and LoQ. Regression coefficients were between 0.9856 and 0.9973, the LoDs were in the 0.04-0.41 mug kg-1 range, the LoQs were in the 0.12-1.38 mug kg-1 range, while coefficients of variation were between 1 and 3% (10 mug kg-1 level). All rights reserved, Elsevier.			Testa Camillo, Maria Rita/0000-0001-5171-9339							2022	373	Part B			0308-8146				10.1016/j.foodchem.2021.131418					FSTA:2022-04-Na0696
J		Zohreh Karami; Chutikarn Butkinaree; Yodying Yingchutrakul; Nattapon Simanon; Kiattisak Duangmal							Comparative study on structural, biological and functional activities of hydrolysates from Adzuki bean (Vigna angularis) and mung bean (Vigna radiata) protein concentrates using Alcalase and Flavourzyme.		Food Research International					The physicochemical features of mung bean protein (MBP) and adzuki bean protein (ABP) hydrolysates derived from Alcalase (MBPHA, ABPHA) and Flavourzyme (MBPHF, ABPHF) were assessed using FTIR, hydrophobicity, emulsion activity, zeta potential, and health-promoting activities. The results proved that the choice of peptidase and substrate both have a significant effect on the hydrolysates in different physicochemical, structural and functional properties. Size exclusion-HPLC was used to fractionate the MBP and ABP hydrolysates. The results demonstrated that Alcalase hydrolysates included smaller peptides than Flavourzyme hydrolysates, and the chromatogram patterns of the two peptidases were similar. The peptides with the most potent antioxidant and ACE-inhibitory properties were identified using MALDI-TOF-MS. The fraction (F4) of MBPHA exhibited the highest levels of metal chelating activity. The Flavourzyme hydrolysates fraction (F2) and the ABPHA fraction (F2) showed the highest ABTS radical scavenging activity and ACE-inhibitory activity, respectively. Pro-Pro was identified in peptide sequences with ABTS radical scavenging activity as an active component while Pro-Gln was identified in peptide sequences with ACE-inhibitory activity. As a result, Pro-Pro and Pro-Gln, respectively, are likely-one of the characteristics of antioxidant and ACE-inhibitory peptides from MBP and ABP. Compared to mung bean and adzuki bean protein as substrate, Alcalase and Flavourzyme as peptidases significant impacted the development of distinct functionalities and biological activities. All rights reserved, Elsevier.										2022	161				0963-9969				10.1016/j.foodres.2022.111797					FSTA:2023-01-Jp1340
J		Zohreh Nasrollahi; Kahin ShahaniPour; Ramesh Monajemi; Mohammad Ahadi, A.							Abelmoschus esculentus (L.) Moench improved blood glucose, lipid, and down-regulated PPAR-alpha, PTP1B genes expression in diabetic rats.		Journal of Food Biochemistry					Okra (Abelmoschus esculentus (L.) Moench) is one of the most important medicinal plants for the treatment of diabetes. Flavonoids are one of the most significant components of okra and are responsible for their antioxidant, anti-inflammatory, and anti-diabetic effects. The aim of this research was to investigate the effect of okra extract on biochemical parameters and expression of protein tyrosine phosphatase 1B(PTP1B) and Peroxisome proliferator-activated receptors (PPARs) genes in a model of streptozotocin-induced diabetic male Wistar rat. Rats were given oral dosages of okra extract, (75% ethanolic extract) (200-400 mg/kg) for eight weeks. Our findings indicate that okra extract and quercetin therapy may lower blood glucose (BS), insulin, Triglyceride (TG), Cholesterol (Cho), and glucose transporter protein type-4 (GLUT4) levels. PTP1B and Peroxisome proliferator-activated receptor alpha(PPAR-alpha), which are important regulators of glucose and lipid homeostasis, are similarly inhibited by okra extract. According to the findings, okra extract also has antioxidant properties. Our results support the anti-hyperglycemic and hypolipidemic properties of okra extract. As a result, it appears to play a crucial role in controlling diabetes. Practical applications. In this paper, we show that flavonoids in okra may help diabetes by inhibiting the PTP1B and PPAR-pathways. This is significant because little research has been done on the impact of flavonoid chemicals in A. esculentus on the expression of PTP1B and PPAR using traditional methods of diabetes treatment. Many of today's essential drugs (e.g., atropine, ephedrine, tubocurarine, digoxin, and reserpine) have been developed by studding traditional treatments. Plant-derived medications are still used as a prototype by chemists in an effort to develop more effective and less risky treatments (e.g., morphine, taxol, physostigmine, quinidine, and emetine). © 2022 Wiley Periodicals LLC.										2022	46	7			1745-4514				10.1111/jfbc.14097					FSTA:2022-11-Jq14698
J		Zohreh Seyedi; Omidali Esmaeilipour; Mahboube Shirani; Rashidi Nodeh, H.; Mozhgan Mazhari							Heterogeneous adsorbent based on CeZrO2 nanoparticles doped magnetic graphene oxide used for vortex assisted magnetic dispersive solid phase extraction of erythromycin in chicken.		Food Additives & Contaminants: Part A					A simple, fast, and efficient method of vortex assisted magnetic dispersive solid phase extraction for separation and pre-concentration of erythromycin in chicken samples prior to high LC-UV determination has been developed. The novel heterogeneous CeZrO2 nanoparticles doped magnetic graphene oxide, for use as an efficient nanosorbent, was synthetised and applied for the adsorption of erythromycin. The synthetised nanosorbent was characterised using both Fourier-transform infra-red (FT-IR) and energy dispersive X-Ray (EDX) spectroscopy together with field emission scanning electron microscopy-EDX. To obtain the best extraction condition and maximum extraction efficiency of erythromycin, the effect of important parameters including pH, amount of sorbent, vortexing time, ionic strength, sample volume, and desorption conditions were investigated. At optimum conditions, a linear range of 0.25-300 g kg-1, LOD (S/N = 3) of 0.079 g kg-1, and LOQ (S/N = 10) of 0.270 g kg-1 were obtained. The precision of the method was established as having an RSD (%) at 100 g kg-1 of erythromycin for seven replicates of 2.6% and 3.2% for the intra-day and the inter-day, respectively. Recoveries over 94.0% confirmed a high capability of the proposed method for separation and determination of erythromycin residues in chicken being one of the most important animal products. © 2022 Taylor & Francis Group, LLC.										2022	39	9	1521	1530	1944-0049				10.1080/19440049.2022.2096929					FSTA:2022-12-Sn6687
J		Zomeno, C.; Gispert, M.; Brun, A.; Carabus, A.; Soler, J.; Font-i-Furnols, M.							Productive performance and in vivo body composition across the growing and finishing period and carcass traits in pigs of four sex types.		Meat Science					This study compares performance, body and carcass composition among castrated (CM), immunocastrated (IM) and entire males (EM), and females (FE) at 30, 70, 100 and 120kg of body weight (total of n = 92; 20-24/sex type). Overall, IM had similar growth and feed intake to CM and greater than EM and FE. At each slaughter stage, IM had a lower killing-out percentage than CM and FE, in line with their heavier liver and kidneys. Flare fat proportion and backfat thickness on the ham and at the last rib level were similar for IM, EM and FE, and these were lower than CM. In EM and FE, backfat between the 3rd and 4th last ribs was lower and carcass lean content was higher than in CM, whereas IM were intermediate and not different to the other sexes. Females showed the largest ham proportion, this cut being leaner and less fatty than in CM. Belly proportion was higher in CM than in EM. All rights reserved, Elsevier.										2022	192				0309-1740				10.1016/j.meatsci.2022.108909					FSTA:2022-12-Sj6254
J		Zong-Yuan Zhen; Yi-Lin Liu; Jie Wang; Jing-Jun Li; Xian-Bao Li; Hai-Bo Zheng							Determination of volatile flavor compounds in raw and treated duck meats of different body parts.		Journal of Food Biochemistry					The compounds in volatile flavor substances in duck meats of three different body parts (breast, leg, and wing) were extracted by headspace solid-phase micro-extraction and determined by gas chromatography-mass spectrometry. A total of 16main volatile compounds including 4 hydrocarbons, 4 alcohols, 2 acids, 3 aldehydes, and 3 others (N-containing, S-containing) were identified in raw duck meats from three different body parts. The hydrocarbon compounds account for more than 50% of all volatile substances in all three body parts. And the percentage of hydrocarbon compounds in raw duck breast meat reaches 82.76%. A total of 81 volatile compounds including 15 hydrocarbons, 10 alcohols, 7 acids, 12 aldehydes, 4 esters, 19 S-containing and N-containing compounds, and 14 others were isolated and identified in 1 hr-marinated and cooked duck meats. A total of 101 kinds of volatile flavor compounds including 13 hydrocarbons, 14 alcohol, 7 acids, 8 aldehydes, 12 esters, 23 S-containing and N-containing compounds, and 24 others were detected in 3 hr-marinated duck meats of the three body parts. It was proved in this study that under the same conditions, the volatile compounds in duck legs are more than those in duck breasts and wings, and the types of volatile flavor substances increase significantly in duck meats after cooked. Practical applications. Prepared and cooked duck meat, especially wings and legs are popular food in China. The results suggest that Pickling makes duck meat more flavory while proper pickling time is less than 3 hr. Duck wings are better for marinating and cooking compared with duck breasts and legs. The acceptance study of duck meat from different body parts and the analysis of volatile flavor compounds are beneficial for optimizing utilization of whole parts of duck meat. © 2021 Wiley Periodicals LLC.										2022	46	6			1745-4514				10.1111/jfbc.13908					FSTA:2022-10-Sn5253
J		Zongde Jiang; Hui Zhang; Zisheng Han; Xiaoting Zhai; Chunyin Qin; Mingchun Wen; Guoping Lai; Chi-Tang Ho; Liang Zhang; Xiaochun Wan							Study on in vitro preparation and taste properties of N-ethyl-2-pyrrolidinone-substituted flavan-3-ols.		Journal of Agricultural and Food Chemistry					N-ethyl-2-pyrrolidinone-substituted flavan-3-ols (EPSFs) were prepared by an in vitro model reaction, and the taste thresholds of EPSFs and their dose-over-threshold factors in large-leaf yellow tea (LYT) were investigated. The effects of initial reactant ratios, reaction temperatures and time, pH values, and water addition on the yield of EPSFs were explored. The contents of EPSFs during roasting were determined by liquid chromatography quadrupole time-of-flight mass spectrometry (LC-Q-TOF-MS). When the initial ratio of (-)-epigallocatechin gallate (EGCG) to theanine was 1:2 and roasted under 120°C for 120min, the contents of EPSFs were the highest. The bitterness and astringency thresholds of four EPSF isomers were measured by the half-tongue method, of which EPSF2 and EPSF3 had higher thresholds than EGCG. In LYT, four EPSFs had lower bitterness and astringency dose-over-threshold factors than EGCG. This study suggested that the reduction of bitterness and astringency of tea after roasting may be mainly due to the formation of EPSFs.										2022	70	12	3832	3841	0021-8561				10.1021/acs.jafc.2c00798					FSTA:2022-07-Hn6758
J		Zonghao Yue; Yanjuan Chen; Qian Dong; Dan Li; Meng Guo; Li Zhang; Yini Shi; Huiting Wu; Lili Li; Zhongke Sun							Acrylamide induced glucose metabolism disorder in rats involves gut microbiota dysbiosis and changed bile acids metabolism.		Food Research International					Acrylamide (AA) is a common food contaminant that causes glucose metabolism disorders (GMD). However, the underlying mechanism remains unclear. Female Sprague Dawley (SD) rats were treated with AA via gavage for 21 days, and the glucose and insulin levels, gut microbiota, intestinal barrier, and metabolism were analyzed. The results revealed that AA elevated serum glucose levels, reduced insulin levels and caused intestinal barrier injury. The 16S amplicon sequencing and non-targeted metabolomics showed that AA induced gut microbiota dysbiosis and bile acids (BAs) metabolism disorder. Specifically, AA decreased the abundance of Lactobacillus and Bacteroides in the cecal contents, and increased the cholic acid (CA) content in feces. Meanwhile, the expression of ileum apical sodium-dependent bile acid transporter (ASBT) responsible for CA reabsorption was suppressed. Further analysis indicated that BAs sensing nuclear receptor farnesoid X receptor (FXR) gene was activated and glucagon-like peptide-1 (GLP-1) which stimulates insulin secretion was downregulated. In addition, activation of FXR increased the expression of fibroblast growth factor 15 (FGF15), which resulted in the inhibition of hepatic BAs synthesis. Overall, this study demonstrated that AA-induced GMD is associated with the gut-microbiota-CA-FXR/GLP-1 axis. These findings add new knowledge to the AA-induced GMD and provide a basis for potential AA toxicity mitigation by manipulation of the gut microbiota. All rights reserved, Elsevier.										2022	157				0963-9969				10.1016/j.foodres.2022.111405					FSTA:2022-10-Cf3392
J		Zonghong Luo; Guanhong Chang; Yang Liu; Ke Ni; Ting Zhou; Xin Lv; Jiangtao Yu; Junqing Bai; Xin Wang							Inactivation of suspended cells and biofilms of the gram-negative bacteria by electron beam irradiation and possible mechanisms of action.		LWT -- Food Science and Technology					Food-borne pathogens and biofilm formation pose a serious threat to seafood safety. The objective of this study was to evaluate the inactivation effect of electron beam irradiation on the suspension and biofilms of Vibrio parahaemolyticus (V. parahaemolyticus), Pseudomonas fluorescens (P. fluorescens), and Shewanella putrefaciens (S. putrefaciens) in vitro and on the surface of large croaker and the possible mechanisms of action. The results showed that electron beam irradiation could significantly reduce the number of viable bacteria both in vitro and on the surface of the large yellow croaker samples and could destroy the extracellular polymers (EPS) of biofilms. Mechanism studies showed that the increased Reactive Oxygen Species (ROS) levels after irradiation treatment resulted in damage to the plasma membrane of bacterial cells, while the cell wall was intact. In addition, the nucleic acids of the bacteria were significantly damaged after irradiation, but the primary protein structure was not changed. These findings provide the internal mechanism of the effect of electron beam irradiation on Gram-negative bacteria and indicate that electron beam irradiation could be used as an effective method to control spoilage bacteria and pathogenic bacteria biofilms on the surface of seafood. All rights reserved, Elsevier.										2022	172				0023-6438				10.1016/j.lwt.2022.114171					FSTA:2023-03-Rc1666
J		Zongkui Chen; Yunfeng Du; Zilin Mao; Zhijuan Zhang; Ping Li; Cougui Cao							Grain starch, fatty acids, and amino acids determine the pasting properties in dry cultivation plus rice cultivars.		Food Chemistry					A field experiment was conducted to explore the effects of cultivars under flooding irrigation and dry cultivation (D) on starch, fatty acids, and amino acids metabolism, starch physicochemical traits, and pasting properties of rice flour. In this study, high-quality cultivar (HH) had better pasting properties among all other cultivars in D treatment. DHH supported higher short-branch chain amylopectin to develop the crystalline regions. Besides, DHH increased C16:0, C16:1, C18:1, C18:2, glutamate, aspartate, lysine, and threonine, and reduced glutelin and prolamine levels in head rice. Higher pasting properties in DHH was also supported by higher CO in esters and ketones, CO in carboxylic acid, esters, alcohols, and ethers, OH in alcohols before pasting and lower CO and CO in carboxylic acid, CO in aldehydes, and CO, CO and OH in carboxylic acid after pasting. Overall, these findings improve pasting properties to maintain a higher cooking quality in dry cultivation. All rights reserved, Elsevier.										2022	373	Part B			0308-8146				10.1016/j.foodchem.2021.131472					FSTA:2022-04-Me1838
J		Zonglin Guo; Huixin Zuo; Han Ling; Qunli Yu; Qiaomin Gou; Lihua Yang							A novel colorimetric indicator film based on watermelon peel pectin and anthocyanins from purple cabbage for monitoring mutton freshness.		Food Chemistry					Novel films based on watermelon peel pectin (WMP) incorporated with purple cabbage extract (PCE) were developed for monitoring the freshness of mutton. The FTIR result showed that WMP and PCE interacted through hydrogen bonds. Low PCE content (≤ 1.5%) could be well dispersed in the film matrix, resulting in an enhancement in light transmittance, mechanical properties, barrier properties, and thermal stability. Excessive addition of PCE destroyed the compact structure of the film and decreased the comprehensive properties. The antioxidant and antimicrobial activity of WMP/PCE films were proportional to the amount of incorporated PCE. Moreover, the color of the film deepened as the PCE content increased. The film had excellent color stability and pH response properties. The WMP/PCE1.5 film color varied from mauve to baby blue according to the quality of mutton (fresh to spoiled). Our results suggested that the WMP/PCE film might have great potential for monitoring the freshness of mutton. All rights reserved, Elsevier.										2022	383				0308-8146				10.1016/j.foodchem.2021.131915					FSTA:2022-07-Sl3903
J		Zonglin Guo; Qiaomin Gou; Lihua Yang; Qun-li Yu; Ling Han							Dielectric barrier discharge plasma: a green method to change structure of potato starch and improve physicochemical properties of potato starch films.		Food Chemistry					The effects of dielectric barrier discharge (DBD) plasma treatment on the physicochemical properties of potato starch and its films were studied. The results showed that the plasma species caused etching lead to small cracks and pores in potato starch particles and that oxidation, de-polymerization, and crosslinking were the main mechanisms underlying the effects of DBD plasma treatment. As the treatment time extended, starch hydrolysis, turbidity, syneresis, and gelatinization temperatures increased first and then decreased, whereas the solubility, swelling power, and water absorption significantly increased (P< 0.05). There was a decrease in the retrogradation tendency of the starch gels. The surfaces of the DBD plasma-modified potato starch-based films were relatively flat. After a 9-min treatment, the films exhibited the lowest water vapor permeability and highest tensile strength. In conclusion, the use of DBD plasma is a simple and green method to enhance the properties of potato starch and its film. All rights reserved, Elsevier.										2022	370				0308-8146				10.1016/j.foodchem.2021.130992					FSTA:2022-03-Fe0449
J		Zonglin You; Yonglian Li; Kun Zhang; Xi Zheng; Kam Wai Wong, V.; Wenfeng Liu							Inhibitory effect of plant essential oils on alpha-glucosidase.		Food Science and Biotechnology					Diabetes mellitus, associated with alpha-glucosidase, has been considered as a chronic metabolic disorder, seriously affecting human health. Thus, searching natural alpha-glucosidase inhibitors and investigating their inhibition mechanism are urgently important. In this study, sixty-two essential oils (EOs), derived from aromatic plants, were found to exert different inhibition on alpha-glucosidase. The further study revealed that the most potent EOs against alpha-glucosidase were chuan-xiong, fructus cnidii, sacha inchi, aloe, Ganoderma lucidum spore and ginger with IC50 values of 3.02, 2.88, 7.37, 5.06, 5.32 and 7.40 mug/mL. Moreover, the inhibitory mechanism and kinetics studies found that chuan-xiong and sacha inchi were reversible and mixed-type inhibitors. Fructus cnidii, aloe, Ganoderma lucidum spore and ginger were reversible and uncompetitive-type inhibitors. It is suggested that EOs, being of natural origin, would be promising anti-alpha-glucosidase agents. ©The Korean Society of Food Science and Technology 2022.										2022	31	12	1593	1602	1226-7708				10.1007/s10068-022-01145-5					FSTA:2023-02-Te0674
J		Zongming Sui; Jie Yin; Jianguo Huang; Ling Yuan							Phosphorus mobilization and improvement of crop agronomic performances by a new white-rot fungus Ceriporia lacerataHG2011.		Journal of the Science of Food and Agriculture					Background. Some soil microorganisms can mobilize unavailable phosphorus (P) in soils for plant use and increase P fertilizer efficiency. Thus, an abiotic P solubilization experiment and fungal incubation in solution and soil were conducted to investigate the mobilization of various P compounds by a new white-rot fungus Ceriporia lacerata HG2011. The crop agronomic performances were then evaluated in the winter barley-summer maize-winter wheat rotation field. Results. Ceriporia lacerata HG2011 had a wide P mobilization spectrum and mobilized P by different mechanisms depending on P sources supplied in liquid culture. The chief mechanism employed by this fungus was the production of protons in mobilizing Ca3 (PO4)2, low-molecular-weight organic acids and other unknown substances in FePO4 and AlPO4, phytase (an inducible enzyme in the presence of phytate) in phytate, and phosphatase in lecithin and ribonucleic acid, respectively. As a result of the large fungal biomass, P accumulated in the hypha should also be considered in the assessment of the fungal P mobilization, and not just only soluble inorganic P. As C. lacerata HG2011 colonized on and in the test soil, phosphatase and phytase activities were enhanced but pH decreased in the soil, leading to P mobilization. The application of this fungus mobilized soil P, increased crop P uptake and yields, and consecutively reduced P fertilizer use without yield sacrifices in the multiple crop rotation field. Conclusion. C. lacerata HG2011 showed a new use with respect to mobilizing soil P and reducing P fertilizer input in modern agriculture beyond medical purposes, environmental protection and biofuel production. © 2021 Society of Chemical Industry.										2022	102	4	1640	1650	0022-5142				10.1002/jsfa.11501					FSTA:2022-06-Ma3046
J		Zongping Zhu; Jiao Chen; Yi Chen; Yuntong Ma; Qingsong Yang; Yunqiu Fan; Chaomei Fu; Boonjai Limsila; Rui Li; Wan Liao							Extraction, structural characterization and antioxidant activity of turmeric polysaccharides.		LWT -- Food Science and Technology					This study investigated the extraction, structure and antioxidant activity of turmeric polysaccharides (TPs). A crude polysaccharide yield of 2.23 g/100 g was extracted by the hot water method. Four polysaccharide fractions (TPs-0, TPs-1, TPs-2, and TPs-3) with different molecular weights were purified by anion-exchange chromatography. Glucose, galactose and arabinose were the main polysaccharide components of TPs-0 and TPs-1, whereas TPs-2 and TPs-3 were primarily composed of rhamnose, glucose, galactose, arabinose, xylose, galacturonic acid and glucuronic acid. TPs-0 was further investigated using methylation, GC-MS and NMR, the results showed that TPs-0 comprised a main chain of alpha-Araf- (1 4) -alpha-Glcp- (1 3) -alpha-Arap- (1 3) -beta-Galp- (1 3,6) -alpha-Galp- (1 5) -alpha-Araf- (1 3) -beta-Galp- (1R. Scanning electron microscopy analysis revealed that the characteristic morphology of different fractions. Furthermore, assays of antioxidant activity showed that any one of TPs had antioxidant effects against DPPH radical, ABTS radical cation, hydroxyl radical, among which TPS-2 was stronger. In general, the results demonstrated that TPs had great potential as a natural antioxidant in the functional food. All rights reserved, Elsevier.										2022	154				0023-6438				10.1016/j.lwt.2021.112805					FSTA:2022-04-Te1409
J		Zongqin Gou; Xin Song; Guangqiang Wang; Yongjun Xia; Lianzhong Ai; Zhiqiang Xiong							Heterologous expression of C30 carotenoid biosynthetic gene crtNM from Lactiplantibacillus plantarum.		Journal of the Science of Food and Agriculture					Background. Probiotic lactic acid bacterium Lactiplantibacillus plantarum is widely used in the dairy and other fermented food industries. L. plantarum AR113 harbors a C30 carotenoid operon crtNM based on genomic analysis, but the yield of C30 carotenoid is only 8.1mug g-1 DCW. Results. To improve the productivity of C30 carotenoid, crtNM from L. plantarum AR113 was cloned and reconstructed in Escherichia coli BL21 (DE3). The proteins crtN and crtM were successfully expressed based on a sodium dodecyl sulfate-polyacrylamide gel electrophoresis (SDS-PAGE) analysis, and the carotenoid was detected using high-performance liquid chromatography (HPLC) and liquid chromatography-mass spectrometry (LC-MS). In comparison with the constitutive promoter P44, the use of the inducible T7 promoter significantly increased the carotenoid content in E. coli. The fermentation conditions were also optimized with induction by 0.5mmol/L IPTG at 20°C for 7 h. The yield of C30 carotenoid reached 154.5mug g-1 DCW, which was 18-fold higher than that of L. plantarum AR113. The 2,2-diphenyl-1-picryl (DPPH) and 2,2′-azino-bis (3-ethylbenzothiazoline-6sulfonic acid (ABTS) radical scavenging capacity of C30 carotenoids synthesized by heterologous expression in E. coli was also higher than that of the antioxidant food additive butylated hydroxytoluene. Conclusions. Our findings suggest that E. coli has strong potential as a basic chassis for the production of C30 carotenoids from Lactiplantibacillus with high antioxidant activity. © 2022 Society of Chemical Industry.										2022	103	2	506	513	0022-5142				10.1002/jsfa.12160					FSTA:2023-03-Ba0583
J		Zongshuai Zhu; Bassey, A. P.; Yaqi Cao; Xiaolan Du; Tianran Huang; Yiqun Cheng; Ming Huang							Meat quality and flavor evaluation of Nanjing water boiled salted duck (NWSD) produced by different Muscovy duck (Cairina moschata) ingredients.		Food Chemistry					Reports on meat quality and flavor evaluation of Nanjing water boiled salted duck (NWSD) produced by different Muscovy duck (Cairina moschata) ingredients are limited. To select a suitable Muscovy duck ingredient for the NWSD processing, six kinds of NWSD products were produced using female (65, 70, and 75 days) and male (75, 80, and 85 days) Muscovy duck ingredients. The meat quality, volatile organic compounds (VOCs), smell and taste were investigated by using colorimeter, texture analyzer, headspace-gas chromatography-ion mobility spectroscopy (HS-GC-IMS), electronic nose (E-nose), electronic tongue (E-tongue), etc. Results exhibited that 32 iconic VOCs were obtained by using partial least squares discrimination analysis (PLS-DA), principal component analysis (PCA), and variable importance projection (VIP) methods. 80-day-old male Muscovy duck showed moderate moisture and protein content, good meat texture and bright color, diverse iconic VOCs and clear differentiation, making it the preferred ingredient for NWSD processing. All rights reserved, Elsevier.										2022	397				0308-8146				10.1016/j.foodchem.2022.133833					FSTA:2022-12-Sn6557
J		Zongyuan Han; Xiqing Yue; Jun-Hua Shao							The adsorption characteristics of 2D fibril and 3D hydrogel aggregates at the O/W interface combining molecular dynamics simulation.		Food Hydrocolloids					The 2D/3D microstructures and hydrophobic domains of interfacial proteins play important roles in interfacial adsorption and emulsification stability. The effects of spatial conformation, crystal structure and micro-structures on interfacial adsorption were investigated combining molecular dynamics simulation. The results showed that with the increase of pH s, the alpha-helix contents and surface hydrophobicity in the emulsified aggregates decreased significantly, and the beta-sheet contents increased significantly, in which the formation of interfacial protein membrane caused molecular re-arrangement. The alpha-helix contents and surface hydrophobicity in 2D fibril aggregates were significantly higher than those in 3D hydrogel aggregates, but the beta-sheet result was opposite along with different hydrophobic amino acid sequences. The peak intensity and crystallinity of interfacial proteins in hydrogel aggregation mode were higher than those in fibril aggregation mode, and the transformation of crystal structure can affect the interfacial microstructure. The interfacial protein membrane is mainly composed of fibrous rod-like aggregates, among which 2D fibrous network structure is formed at pH 3.0 and 3D multilayer network structure is formed at pH 9.0. Due to the differences in spatial conformation, crystal structure and characteristic micro-structure caused by emulsification and adsorption, the interfacial adsorption rate of 2D fibril aggregates is higher, and the ability of 3D hydrogel aggregates to reduce interfacial tension is greater. All rights reserved, Elsevier.										2022	128				0268-005X				10.1016/j.foodhyd.2022.107537					FSTA:2022-07-Ac11403
