PT	DT	AU	AA	ED	CA	SP	PN	AE	TI	FT	SO	LA	LS	U1	U2	AB	C1	RI	OI	PA	SC	PI	SS	ID	CN	PY	VL	IS	BP	EP	SN	BN	NR	PG	DI	OA	HC	HP	DA	UT
J		Bhakti Shinde; Hosahalli S. Ramaswamy							Optimization of maltodextrin (10DE)-sucrose moderated microwave osmotic dehydration of mango cubes under continuous flow spray mode (MWODS) conditions.		Journal of Food Process Engineering					The process of microwave osmotic dehydration of mango was optimized under continuous flow medium spray conditions (MWODS) with maltodextrin (10DE) moderated sucrose solutions. Optimization was carried out using a response surface methodology with a central composite rotatable (CCRD) design with three input variables at five levels (temperature, 33°C to 66.7°C; sucrose: maltodextrin ratio from 100:0 to 80:20; and solute concentration, 33 to 66.7%). The response parameters used for optimization were moisture loss (ML), solids gain (SG), weight reduction (WR), ML/SG ratio, color and texture values. For each response, RSM models (p<.05) were developed. As expected, all output variables were responsive to process variables and addition of maltodextrin to sucrose was found to have a significant effect on reducing the SG and increasing ML/SG, and total solute concentration had significant effects on ML, SG and quality parameters. The process was optimized by desirability approach and MWODS at 56°C with total osmotic solute 46% concentration and 84:16 sucrose: maltodextrin proportion had the highest desirability value. Selection of constraints was an influential factor as well. Practical Applications. Osmotic dehydration (OD) has many advantages, but is a slow process. Carrying out OD in MW environment accelerates the process, enhances moisture loss (ML) and limits the solids gain (SG). The quality of OD foods is related to ML/SG ratio and the MWOD process enhances ML/SG. This can be further enhanced by incorporating high molecular solutes like maltodextrins. This research optimizes the maltodextrin moderated MWOD process under continuous medium flow conditions. The process offers significant potential for reducing the treatment time (to 30min) and improve the ML/SG ratio. The resulting product can be finish dried, used as intermediate moisture food or frozen (dehydrofreezing). © 2021 Wiley Periodicals LLC.										2021	44	11			1745-4530				10.1111/jfpe.13835					FSTA:2022-03-Jd2961
J		Bhakti Tanna; Babita Choudhary; Avinash Mishra; Chauhan, O. P.; Kumar Patel, M.; Shadi Shokralla; Zin El-Abedin, T. K.; Elansary, H. O.; Eman A. Mahmoud							Antioxidant, scavenging, reducing, and anti-proliferative activities of selected tropical brown seaweeds confirm the nutraceutical potential of Spatoglossum asperum.		Foods					Brown seaweeds have shown high potential of bioactivity and provide health benefits as an important functional food ingredient. Therefore, four abundantly growing tropical brown seaweeds Iyengaria stellata, Spatoglossum asperum, Sargassum linearifolium, and Stoechospermum polypodioideswere collected from the Saurashtra Coast of the Arabian Sea. They were analyzed for metabolite profiling, biochemical activities (including total antioxidant, reducing, scavenging, and anti-proliferative characteristics), and total phenolic and flavonoid contents. A concentration-dependent antioxidant, reducing, and scavenging activities were observed for all four brown seaweeds. The S. asperum and I. stellata extracts showed maximum total antioxidant activity. S. asperum also showed high scavenging and reducing activities compared to other studied brown seaweeds. Further, S. asperum contained high total phenolic and flavonoid content compared to other brown seaweeds collected from the same coast. A multivariate correlation study confirmed a positive correlation between total phenolic and flavonoid contents, and biochemical activities (total antioxidant, scavenging and reducing) for all brown seaweeds. About 35% anti-proliferative activity was observed with S. asperum extract on Huh7 cells; in contrast S. Polypodioide showed about 44% proliferation inhibition of Huh7 cells. Similarly, 26% proliferation inhibition of HeLa cells was observed with S. asperum extract. Overall, S. asperum possesses high total flavonoid and phenolic amounts, and showed potential antioxidant, scavenging and reducing characteristics. The study confirmed the nutraceutical potential of S. asperum and that it could be a promising functional food ingredient. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.										2021	10	10			2304-8158				10.3390/foods10102482					FSTA:2022-07-Rg2656
J		Bharath Viswanathan, M.; Price, N.; Tong Wang; Clark, S.							Process scale-up and technoeconomic analysis of phospholipid extraction from a dairy byproduct (whey protein phospholipid concentrate).		Journal of Dairy Science					Dairy byproducts such as whey protein phospholipid concentrate (WPPC) and buttermilk contain phospholipids (PL). A solvent extraction process (simultaneous texturization and extraction of phospholipids, STEP method) to extract PL present in WPPC, using ethanol, recovers about 70% of PL in the raw material. To understand the commercial feasibility of this technology, we simulated a scaled-up version of the process to industrial production of 3.26 kt/yr in the SuperPro Designer (version 10, http: //www.intelligen.com) process simulation platform. Economic analysis revealed that PL can be produced at a minimum selling price (MSP) of $92.98/kg, using the scaled-up STEP method. The total investment on capital and annual operating costs were $15.51 million and $14.49 million, respectively. The uncertainty in product cost due to variations in process variables, including PL composition in raw material, product recovery, labor, and raw material costs was analyzed through sensitivity analysis. Phospholipids MSP was most sensitive to product recovery and its composition in WPPC. A reduction of almost 5% in MSP was achieved by improving either of the process parameters by 10%. By increasing the plant size 1.5 times, the product MSP could be decreased by 30% to $65.14/kg. Finally, based on our analysis, recommendations were made for scale-up and commercialization of PL extraction using the STEP method. All rights reserved, Elsevier.										2021	104	8	8610	8617	0022-0302				10.3168/jds.2020-19397					FSTA:2021-11-Pn6122
J		Bharathi Avula; Ji-Yeong Bae; Yan-Hong Wang; Mei Wang; Zulfiqar Ali; Ikhlas A. Khan							Chemical profiling and characterization of anthraquinones from two Bulbine species and dietary supplements using liquid chromatography-high resolution mass spectrometry.		Journal of AOAC International					Background. Bulbine natalensis Baker and Bulbine frutescens (L.) Willd., belonging to the family Asphodelaceae, are widely distributed in South Africa and traditionally used as an aphrodisiac and skin remedies. Objective. The aim of this study is to develop an analytical method for chemical profiling and identification of components in Bulbine species, which would be useful for herbal identification and understanding of the biological activity of B. natalensis in terms of safety and benefits to human health. Method. The anthraquinone-type compounds were structurally characterized from the extracts of dried stem and roots of Bulbine species and dietary supplements using liquid chromatography-quadrupole time-of-flight mass spectrometry (LC-QToF) with negative and positive ion electrospray. The calculated accurate masses of the protonated and deprotonated molecules and fragment ions were used for identification of the components from two Bulbine species. Results. A total of 55 anthraquinone-type compounds, including 11 standard compounds, were identified in the crude extracts of two Bulbine species. Two Bulbine species and dietary supplements were clustered into different groups and possible chemical markers were identified. Conclusions. The developed analytical method provided a fast and economic method for quality assessment of Bulbine species in dietary supplements based on anthraquinone-type compounds. Highlights. This study reports holistic chemical profiling of Bulbine species using LC-QToF. The developed analytical method enabled non-targeted analysis of components in B. natalensis and B. frutescens, and is recommended for commercial and regulatory purposes. © AOAC INTERNATIONAL 2021. All rights reserved.										2021	104	5	1394	1407	1060-3271				10.1093/jaoacint/qsab075					FSTA:2022-03-Ge1345
J		Bharathipriya Rajasekaran; Balasundari Subbiah; Mol Stephen, N.; Muralidharan Nagarajan; Satheesh Muniasamy							Design, fabrication, and validation of ohmic heater to process green mussel meat.		Journal of Food Processing and Preservation					A lab-scale ohmic heater was designed and fabricated using stainless steel cylindroconical process chamber with one litre holding capacity fixed with a pair of titanium electrodes in the process chamber. The ohmic heater was validated by processing green mussel meat (Perna viridis) by varying voltage and duration of the heating process. Different voltages viz. 100 V and 120 V were attempted for process duration of 5 and 10 min. The processed mussel meat was tested for physical (cook loss), proximate (moisture, protein, fat, and ash), microbial (total plate count), and organoleptic (overall acceptability) quality to understand the effectiveness of ohmic heating to make the product safe for consumption. Based on the trial undertaken with mussel meat, ohmic heating at 120 voltage for 5 min was found suitable to process green mussel meat in terms of above mentioned quality attributes. Ohmic heater designed in this study could be an effective alternative to the conventional heating process in seafood processing. Practical applications. The conventional cooking methods such as steaming and boiling would lead to heterogeneous heating due to low rate of heat penetration which results in a reduction of yield whereas ohmic heating is reported to retain the nutrients without much loss. In this study, the ohmic heater was fabricated and validated for its potential for cooking green mussel meat. This study will support seafood industries to adopt ohmic heating for the thermal processing of seafood for better retention of valuable nutrients. © 2021 Wiley Periodicals LLC.										2021	45	6			1745-4549				10.1111/jfpp.15511					FSTA:2021-10-Re3548
J		Bhargavi, N.; Dhathathreyan, A.; Eeram, K. J.							Regulating structural and mechanical properties of pectin reinforced liposomes at fluid/solid interface.		Food Hydrocolloids					This work presents the design and study of pectin (PEC) reinforced Egg Lecithin (EPC) liposomes and their structural, mechanical and thermal properties at fluid/solid interface. The liposomes have been analyzed using ATR-FTIR, DSC, SAXS and Quartz crystal microbalance (QCM) with dissipation. An asymmetric melting temperature profile in DSC thermograms with increasing concentration of PEC suggested reduced co-operativity of lipids in the vesicles resulting from different populations of PEC associated lipids. QCM showed PEC stabilized EPC liposome has nearly an order higher mechanical strength compared with EPC as also seen from enhanced heat capacity in DSC. SAXS shows that the PEC locating in the lipid bilayer results in swelling in the non-polar region (~30%) and a reduction in overall bilayer thickness (~6%) compared with that of pure EPC. The nearly equal rotation correlation time taur for EPC (3.250.18 ns) and PEC stabilized liposomes (3.200.2 ns) from fluorescence spectroscopy suggests that PEC in lipid bilayers does not induce any structural deformations. These liposomes visualized by transmission electron microscopy and atomic force microscopy show well-defined morphology. The findings offer a new perspective on understanding the interactions between lipid molecules and biopolymers and may aid in designing stable composite delivery vehicles. All rights reserved, Elsevier.										2021	111				0268-005X				10.1016/j.foodhyd.2020.106225					FSTA:2021-03-Ae3439
J		Bhargavi Priyadarshini, M.; Martin Xavier, K. A.; Vignaesh Dhanabalan; Bhusan Nayak, B.; Khansaheb Balange, A.							Development of ready-to-cook shrimp analogue from surimi: effect of natural plant extracts on the chemical quality during refrigerated storage.		LWT -- Food Science and Technology					In this study, the effects of spray-dried cluster bean extract (T-1), freeze-dried ethanol extract of coconut husk (T-2) and control (C) on the shelf life of ready-to-cook shrimp analogue prepared from tilapia surimi at refrigerated temperature (51 °C) were evaluated. The proximate composition of the shrimp analogues was significantly affected by the incorporation of the additives during the storage. The lower levels of total volatile basic nitrogen values were detected for T-1 and T-2 shrimp analogues. T-2 samples exhibited a lower pH (7.16-6.28) values as days progressed respectively. Elevated levels of thiobarbituric acid reactive substances values were observed in all the treatments including the control. The water holding capacity of T-1 revealed lower values than the control. In texture profile analysis, the highest cohesiveness value was found in T-2 shrimp analogues. The interpretation of sensory attributes i.e.general appearance, colour, odour, texture and overall acceptability of shrimp analogue containing two different additives combined with the storage days was subjected to principal component analysis and most of the data has fallen in component 1. Overall, the work suggests that ethanol extract of coconut husk can be a promising candidate for extending the shelf-life of ready-to-cook surimi-based products. All rights reserved, Elsevier.										2021	135				0023-6438				10.1016/j.lwt.2020.110239					FSTA:2021-03-Rc1068
J		Bhargavi Rane; Lacombe, A.; Shyam Sablani; Bridges, D. F.; Juming Tang; Jiewen Guan; Vivian C. H. Wu							Effects of moisture content and mild heat on the ability of gaseous chlorine dioxide against Salmonella and Enterococcus faecium NRRL B-2354 on almonds.		Food Control					Contamination of almonds with pathogenic Salmonella can be detrimental to consumers' health and causes deterioration of the product. This study evaluated the effect of gaseous chlorine dioxide (ClO2) with mild heat and moisture against pathogenic Salmonella enterica and its surrogate inoculated on almonds. Almonds were inoculated with pathogenic Salmonella enterica and nonpathogenic surrogate Enterococcus faecium NRRL B-2354. A dry precursor method was used to produce gaseous ClO2 to treat almonds in an airtight desiccator chamber. A 20-g precursor dose was used to generate ClO2 to treat almonds with, (i) original moisture content (MC, 4%), (ii) increased MC (7%), and (iii) increased MC (7%) and mild heat (40 °C1.5). Almonds were exposed to these treatment conditions for 1,2, 3, and 4 h. Chlorine dioxide treatment demonstrated bacterial reductions of 1.2 log CFU/g on Salmonella at 3 h and 0.9 log CFU/g on E. faecium NRRL B-2354 at 4 h. Gas treatment with the addition of moisture on almonds resulted in bacterial log reductions of 1.8 CFU/g on Salmonella, and 1.0 CFU/g on E. faecium NRRL B-2354 at 3 h. Gaseous ClO2 with additional moisture and heat contributed the highest bacterial reduction on almonds at 3 h (2.0 CFU/g on Salmonella and 1.6 CFU/g on E. faecium NRRL B-2354). Bacterial reductions observed on Salmonella were statistically (P> 0.05) similar to E. faecium NRRL B-2354. Scanning electron microscopy (SEM) analysis displayed the complex 3-dimensional surface of almonds in comparison to coupons. Bacterial cells were observed to be covered in lipids and settled in crevices on almond surfaces, potentially harboring the bacteria from gaseous ClO2 treatments. The present study demonstrated the importance of combination treatments, including gaseous ClO2, mild heat, and moisture, to reduce pathogens Salmonella enterica on almonds. These results help to understand the effect of combined mild heat and moisture, which can be optimized for potential processing of almonds. All rights reserved, Elsevier.										2021	123				0956-7135				10.1016/j.foodcont.2020.107732					FSTA:2021-06-Js7137
J		Bhaskar Gore, S.; Martin Xavier; Bhushan Nayak, B.; Shubhash Shitole, S.; Trimbak Tandale, A.; Khansaheb Balange, A.							Effects of cod liver oil fortification on the quality aspects of mince sausages from Indian Major Carp (Labeorohita).		Journal of Food Processing and Preservation					Fortification of mince with PUFA-containing oil is an innovative area in product development. In this study, functional sausages were developed from Rohu mince with different concentrations of cod liver oil (CLO) and evaluated for their physiochemical and fatty acid compositions. Fortification of mince sausage with 4% CLO showed highest gel strength (323.58 g.cm) to the product. The CLO product had a higher n-3/n-6 ratio (1.79-3.65 versus 1.19 in control). The electrophoretic pattern of proteins showed the polymerization of proteins in the presence of CLO. The scanning electron microscopy revealed fine texture, absence of more voids, and homogenous structure in 4% CLO-fortified sausages. Hardness values are improved by the addition of CLO with a positive whiteness index and showed better sensory scores during the study period. Therefore, fortification of mince sausages with CLO could improve the health benefits by providing the optimal concentration of essential fatty acids along with good consumer acceptance. Practical applications. The mince from Indian Major Carp, Rohu, can be successfully utilized for the development of sausages like ready-to-eat products. The fortification of mince sausages with cod liver oil (CLO) would provide an optimum concentration of essential fatty acid to offer multiple health benefits. The present study was able to achieve a ratio (n-6/n-3) of 0.55 to 0.27 in CLO-fortified sausages, which was considered optimal for human health. © 2021 Wiley Periodicals LLC.										2021	45	7			1745-4549				10.1111/jfpp.15596					FSTA:2021-11-Sr6492
J		Bhaswati Goswami; Sayari Majumdar; Ankita Das; Ananya Barui; Jayati Bhowal							Evaluation of bioactive properties of Pleurotus ostreatus mushroom protein hydrolysate of different degree of hydrolysis.		LWT -- Food Science and Technology					Edible mushrooms are natural sources for numerous bioactive properties which can protect human body from oxidative damages, hypertension, abnormal cell growth etc., The present study disclosed that, bioactive properties of mushroom proteins are significantly enhanced by adopting enzymatic hydrolysis. This study established the mushroom protein hydrolysates (MPHs), produced from freshly cultivated edible mushroom, Pleurotus ostreatus, could be the supreme source of both bioactive and nutraceutical compounds. Here, both unhydrolysed mushroom extract (UME) and proteinase K treated MPHs of different degrees of hydrolysis DH% (55%, 60%, 65%, 70% and 80%) under optimized condition were evaluated for antioxidative, angiotensin rennin converting enzyme (ACE) inhibitory and antiproliferative activities at different concentrations (2.5, 5 and 10 mg/ml). Among these, 65% DH at 10 mg/ml exhibited profound antioxidative (DPPH, ABTS, hydroxyl radical scavenging, metal chelating, linoleic acid auto-oxidation, FRAP, and reducing power) and ACE inhibitory activities. Maximum amount of total phenolic and flavonoid content was also obtained in this case. MTT assay confirmed the remarkable antiproliferative properties of MPHs against human cervical carcinoma cell line (HeLa). Presence of a wide range of phenolic (i.e., gallic, trans-cinnamic, caffeic, ferulic, aspartic and vanillic acid) and flavonoid (quercetin) compounds in both UME and MPHs were identified through HPLC. All rights reserved, Elsevier.										2021	149				0023-6438				10.1016/j.lwt.2021.111768					FSTA:2021-11-Jq14998
J		Bhat, Z. F.; Morton, J. D.; Mason, S. L.; Jayawardena, S. R.; Mungure, T.; Bekhit, A. E. A.							Cooking does not impair the impact of pulsed electric field on the protein digestion of venison (Cervus elaphus) during in vitro gastrointestinal digestion.		International Journal of Food Science & Technology					The present study was conducted to elucidate whether cooking impairs the positive effect of pulsed electric field (PEF) on the digestibility of venison during in vitro gastrointestinal protein digestion. Previous studies have used fresh uncooked meat to demonstrate the effect of PEF on protein digestibility during gastrointestinal digestion neglecting the effect that cooking could induce during meat preparation process. PEF-treated samples (T1, 10 kV, 90 Hz, 20 s) were cooked (core temperature of 75 °C) and subjected to in vitro simulated gastrointestinal protein digestion along with non-treated controls. A 3% increase of in vitro protein digestibility was found in cooked PEF-treated venison (P< 0.05). A positive (P< 0.05) impact of PEF processing was observed on overall protein digestion as measured by soluble protein (%) and SDS-PAGE. PEF did not change (P> 0.05) the release of minerals from cooked venison during digestion. Cooking had no negative influence on the mechanism through which PEF operates in improving the protein digestibility of venison. © 2020 Institute of Food Science and Technology (IFSTTF).		Mudiyanselage, Sasika Reshan Jayawardena/AAF-4616-2020	Mudiyanselage, Sasika Reshan Jayawardena/0000-0002-3653-7008; Bhat, Zuhaib/0000-0003-1563-0710							2021	56	6	3026	3033	0950-5423				10.1111/ijfs.14946					FSTA:2021-10-Sp5943
J		Bhavadharini Boopathy; Stephen, J.; Anbarasan Rajan; Mahendran Radhakrishnan							Evaluation of temperature and concentration on the development of rice hydrogel and 2D xerogel.		Journal of Food Processing and Preservation					The gelification behavior of starch in rice flour was investigated for its application on food structuring to produce rice xerogel. The effect of hydrogel nature in drying was studied for the xerogel surface design. The impact of changes in rice flour was found by the least gelation concentration and pasting properties. It exhibited 4% (w/v) gelatinized rice flour dispersion and can form a 3D polymer network during cooling. Assessment of hydrogel preparation temperature was examined by swelling power, solubility, surface tension, contact angle, and transmittance. An increase in swelling power, solubility, and density is due to the effective binding of starch with water molecules. The decline in absorbance specifies loss of crystallinity and birefringence because of starch granules disruption. Surface tension increased, and contact angle decreased at a higher temperature because of gelling nature. Various concentrations (2%, 4%, and 6%) of rice flour dispersion were exposed to heat at temperatures (60, 70, 80, 90, and 100 °C) for developing rice xerogel. It was observed that 4% (w/v) of rice flour suspension gellified at 90 °C possesses better structural integrity without deformation and cracks. Novelty Impact Statement. The obtained 2D rice xerogel with the addition of flavor could be utilized in complex-shaped foods like chips, pasta, and noodles. As 2D flour-based materials are capable of undergoing shape change into a 3D form during frying/cooking, this is an arising innovation that could encourage diminishing packaging and shipping costs as well as to design user-customized attractive materials. © 2021 Wiley Periodicals LLC.										2021	45	10			1745-4549				10.1111/jfpp.15853					FSTA:2022-01-Ae0973
J		Bhavesh Panchal; Tuyen Truong; Sangeeta Prakash; Nidhi Bansal; Bhesh Bhandari							Influence of emulsifiers and dairy ingredients on manufacturing, microstructure, and physical properties of butter.		Foods					The influence of emulsifiers and dairy solids on churning and physical attributes of butter was investigated. Commercial dairy cream was blended with each of the ingredients (0.5%, w/ w) separately, aged overnight (10 °C), and churned (10 °C) into butter. The employed additives showed a distinctive impact on the macroscopic properties of butter without largely affecting the melting behavior. In fresh butter, polyglycerol polyricinoleate (PGPR) emulsifier having dominated hydrophobic moieties significantly (p< 0.05) enhanced the softness. Among dairy solids, sodium caseinate (SC) was the most effective in reducing the solid fat fraction, hardness, and elastic modulus (G'), while whey protein isolate (WPI) and whole milk powder (WMP) produced significantly harder, stiffer, and more adhesive butter texture. As per tribological analysis, PGPR, Tween 80, and SC lowered the friction-coefficient of butter, indicating an improved lubrication property of the microstructure. The extent of butter-setting during 28 days of storage (5 °C) varied among the samples, and in specific, appeared to be delayed in presence of WPI, WMP, and buttermilk solids. The findings of the study highlighted the potential of using applied emulsifiers and dairy-derived ingredients in modifying the physical functionality of butter and butter-like churned emulsions in addition to a conventional cream-ageing process. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.										2021	10	5			2304-8158				10.3390/foods10051140					FSTA:2021-10-Pg5034
J		Bhavesh Panchal; Tuyen Truong; Sangeeta Prakash; Nidhi Bansal; Bhesh Bhandari							Influence of fat globule size, emulsifiers, and cream-aging on microstructure and physical properties of butter.		International Dairy Journal					The impact of fat globule (FG) size (d3,2 0.24-3.60 mum) of cream and added emulsifiers on physical attributes of butter was investigated under two cream-tempering regimes: aged (10 °C, 15-17 h) and non-aged. Reduction in FG size increased the globular fat populous of butter microstructure, which appeared to promote crystal aggregation. The emulsifier-type, however, strongly influenced the globule-matrix interactions. Comprehensively, the sodium caseinate stabilised FGs (d3,2 0.48 mum) acted as solid filler particles promoting the structure and firmness of butter. In contrast, coexistence of Tween 80 on FG interface (d3,2 0.24 mum) promoted the globule-matrix de-bonding and fracture propagation causing a reduction in hardness, elastic modulus, and friction-coefficient. Butter made from non-aged smaller FGs (d3,2 0.24 mum) remained considerably softer than the native aged cream butter (d3,2 3.49 mum) after four weeks of storage (5 °C), implying the possibility of improving butter spreadability without a conventional cream-aging approach. All rights reserved, Elsevier.										2021	117				0958-6946				10.1016/j.idairyj.2021.105003					FSTA:2021-07-Pg3667
J		Bhavnita Dhillon; Singh Sodhi, N.; Ekta Aneja; Angrez Kumar; Sunanda Jaiswal							Physico-chemical and textural (sensorial and electromyographic) evaluation of cookies formulated using different ratios of brown rice flour and refined wheat flour.		Journal of Food Measurement and Characterization					The demand of health boosting conventional snacks is increasing among the consumers. Rice is gluten free, has superior amino acid profile and known to be non-allergic. Brown rice is the whole grain which offers nutritional benefits in addition to polished (white) rice like being rich in fiber, vitamins, minerals and good fats, due to its intact germ and bran layer. This study aimed at finding the use and acceptability of brown rice flour (BRF) as a replacement to refined wheat flour (RWF) in cookies. The BRF and RWF were analyzed for their proximate composition. Cookies were formulated with 0 (control), 20, 40, 60, 80 and 100% replacement of RWF with BRF. The functional properties of these blends were evaluated. Formulated cookies were analyzed for their proximate composition, sensory parameters (on hedonic scale) and for sensory textural parameters. The addition of BRF resulted in an increase in water absorption capacity and decrease in oil absorption capacity of flour blends. The BRF incorporation significantly (p<0.05) increased the fat, fiber and ash contents of the formulated cookies. The addition of up to 40% BRF was found acceptable by sensory panel with average liking score of 7 and above. Also electromyography (EMG) study of the chewing process of cookies was conducted and the acquired EMG parameters were correlated with sensory textural parameters for comprehensive understanding of the texture. The results indicated that sensorial texture perceptions can be correlated with the EMG parameters to comprehensively explain the food texture. © Springer Science+Business Media, LLC, part of Springer Nature 2020.										2021	15	1	219	227	2193-4126				10.1007/s11694-020-00625-8					FSTA:2021-06-Mq3168
J		Bhavnita Dhillon; Kamalpreet Kaur; Singh Sodhi, N.; Riya Garg							Physicochemical, antioxidant and microbial properties of whole wheat breads formulated with the incorporation of vegetable paste.		Journal of Food Measurement and Characterization					Whole wheat is an important source of dietary fiber and its consumption is known to lower the risk of colon cancer, diabetes mellitus and cardiovascular disease. Also, World Health Organization (WHO) has recommended increased consumption of vegetables to overcome micronutrient deficiencies and prevent chronic diseases. Thus this study aimed at formulation of whole wheat breads fortified with vegetable paste (made with equal quantities of peas, cauliflower and mushrooms). Four types of breads were formulated; one with 100% whole wheat flour (WWF) (B1) and others by substituting WWF with vegetable paste at the level of 15% (B2), 30% (B3), and 45% (B4). The breads were analysed for their proximate composition, antioxidant properties, physical properties, microbial count and sensory attributes. The incorporation of vegetable paste increased the moisture, ash and protein contents of breads which were 83.5%, 45.9% and 30.2%, respectively, higher in B4 breads than in B1 breads. The 45% substitution of vegetable paste in whole wheat flour increased the total phenolic content of breads by 45% and antioxidant activity by 61.5%. Whereas, the loaf volume decreased and hardness of breads increased with the increase in the percentage of vegetable paste substitution. The aerobic plate count and yeast and mold count of the formulated breads were in acceptable range even after 5 days of storage. Sensory scores revealed that B2 bread was having the highest overall acceptability score of 7.5 which was even higher than the score of commercially available wheat bread (7.3). ©Springer Science+Business Media, LLC, part of Springer Nature 2020.										2021	15	2	1068	1074	2193-4134				10.1007/s11694-020-00708-6					FSTA:2021-10-Mn6157
J		Bhavnita Dhillon; Tamanna Awasthi; Singh Sodhi, N.; Singh Sogi, D.; Sunanda Jaiswal							A comparative study to investigate the effects of addition of milk and sugar on total polyphenol, flavonoid, catechin and tannin contents of green and black teas consumed in India.		Journal of Food Measurement and Characterization					Tea is a rich source of functional components called polyphenols which impart it antioxidant properties. Tea is categorized as green or black tea according to the processing method used. Tea is widely consumed beverage, and it is often prepared with the addition of milk and sugar in many parts of the world including India. The present study was conducted to compare the effect of addition of milk and/or sugar, in both black and green teas of two brands (1 and 2), on the antioxidant properties of teas. The total polyphenol, flavonoid and catechin contents along with antioxidant activity were significantly (p< 0.05) higher in green teas then in black teas but the tannin content of black teas was higher than that of green teas. The addition of milk in both black and green teas significantly (p< 0.05) reduced total polyphenol, flavonoid, catechin and tannin contents as well as antioxidant activity. The addition of sugar had significant (p< 0.05) adverse effect on flavonoid and catechin contents, and antioxidant activity. Further, the combined addition of milk and sugar caused significant (p< 0.05) additive/synergistic reductions in flavonoid content of teas of both brands, and in catechin content, tannin content and antioxidant activity of black and green teas of brand 2 only. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2021.										2021	15	5	4652	4658	2193-4134				10.1007/s11694-021-01036-z					FSTA:2022-01-Hn0522
J		Bhavya, M. L.; Sandhya R. Shewale; Deependra Rajoriya; Umesh Hebbar, H.							Impact of blue LED illumination and natural photosensitizer on bacterial pathogens, enzyme activity and quality attributes of fresh-cut pineapple slices.		Food and Bioprocess Technology							Rajoriya, Deependra/AGH-2570-2022	RAJORIYA, DEEPENDRA/0000-0002-4611-675X							2021	14	2	362	372	1935-5149				10.1007/s11947-021-02581-7					FSTA:2021-08-Jg10370
J		Bhawna Sobti; Ali Aljneibi, A. H.; Abdulla Seraidy, H. A.; Hilal Alnaqbi, A. A.; Al Zain, B.; Tholkappiyan Ramachandran; Fathalla Hamed; Afaf Kamal-Eldin							The effect of pectin and sodium alginate on labans made from camel milk and bovine milk.		Journal of Dairy Science					Camel milk (CM) is gaining scientific attention due to its potential health and therapeutic benefits. Fermented drinkable yogurts (labans) were prepared from CM and bovine milk (BM) using mixed Streptococcus thermophilus and Lactobacillus delbrueckii ssp. bulgaricus bacteria supplemented with 1 of 2 hydrocolloids: pectin (0.1-0.3%) or sodium alginate (0.1-0.5%). The different labans were compared by studying their acidity and rheology as well as their structural and sensory properties. The CM and BM labans had titratable acidity values that ranged from 0.85 to 1.27 and 0.61 to 0.93%, respectively. Pectin at 0.2% enhanced the rheological properties of BM labans, but had no effect in CM labans. Sodium alginate at 0.3% and 0.5% increased viscosity, elastic or storage modulus (G′), and viscous or loss modulus (G) values for both types of laban. Scanning electron microscopy indicated that the CM laban contained lower levels of "spike-like structures" than BM laban, and that the addition of hydrocolloids improved this effect. Quantitative descriptive sensory analysis showed that CM labans fortified with either 0.2% pectin or 0.3% sodium alginate were comparable to commercial BM laban in viscous mouthfeel. Fortified CM labans were more acidic and had stronger flavors than unfortified samples. Overall, this study demonstrated that the addition of sodium alginate or pectin at intermediate levels permits production of palatable CM labans of a satisfactory viscous consistency. All rights reserved, Elsevier.										2021	104	5	5279	5284	0022-0302				10.3168/jds.2020-19220					FSTA:2021-08-Pe4274
J		Bhomik Gupta; Pooja Dalal; Rekha Rao							Cyclodextrin decorated nanosponges of sesamol: antioxidant, anti-tyrosinase and photostability assessment.		Food Bioscience					Sesamol (SES), a natural phenolic bioactive, is endowed with benefits in food and pharmaceuticals. However, its utility is compromised by certain unfavorable physicochemical characteristics, particularly poor stability. Therefore, present work is aimed at formulating novel SES loaded cyclodextrin nanosponges (CDNS) to protect the drug from degradation. For this purpose, blank CDNS were fabricated employing solvent evaporation technique and subsequently SES loading via lyophilization. Characterization of SES-CDNS was carried out by Fourier transform infrared analysis, differential scanning calorimetry, and nuclear magnetic resonance. These nanostructures were also evaluated for entrapment efficiency, particle size, polydispersity index, and zeta potential. Further, photostability assessment was conducted for SES-CDNS, along with stability evaluation. Antioxidant potential of SES was determined using DPPH assay, after its encapsulation and storage. Lastly, in vitro anti-tyrosinase assay was also performed for SES-CDNS. Results demonstrated that SES was successfully entrapped in CDNS having size in nano-range (189.46 6.57) and assuring high encapsulation efficiency (90.66%). The findings of the photostability evaluation showed that CDNS was able to protect SES from photodegradation. Furthermore, oxygen radical absorbance capacity was found preserved for SES, especially when encapsulated in CDNS. No significant differences were observed after three months storage (at room temperature), with regard to loss of structural and functional features of SES. Hence, the results confirmed that nanoformulation is ideal for encapsulation of SES to enhance its physicochemical stability and to preserve antioxidant and anti-tyrosinase activity of this bioactive. All rights reserved, Elsevier.										2021	42				2212-4292				10.1016/j.fbio.2021.101098					FSTA:2021-12-Aj17620
